"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","species","age","individual.id","time.to.detect","count","date","pass.id","survey.pass"
3173,39.05983,-79.67228,22,9,1989,1,3626,"PO","EBIS","NR",NA,NA,1,"1989-09-22",1,"3626_1"
3159,39.05373,-79.68536,24,9,1989,1,3627,"PO","EBIS","NR",NA,NA,1,"1989-09-24",1,"3627_1"
3590,39.3834,-81.2158,9,10,1989,1,3628,"PO","EBIS","NR",NA,NA,1,"1989-10-09",1,"3628_1"
2126,38.62806,-79.84341,9,5,1991,1,3629,"PO","EBIS","NR",NA,NA,1,"1991-05-09",1,"3629_1"
3173,39.05983,-79.67228,7,9,1991,1,3630,"PO","EBIS","NR",NA,NA,1,"1991-09-07",1,"3630_1"
3153,39.0526,-79.67902,14,9,1991,1,3631,"PO","EBIS","NR",NA,NA,1,"1991-09-14",1,"3631_1"
3167,39.05568,-79.68529,14,9,1991,1,3632,"PO","EBIS","NR",NA,NA,1,"1991-09-14",1,"3632_1"
3159,39.05373,-79.68536,12,10,1991,1,3633,"PO","EBIS","NR",NA,NA,1,"1991-10-12",1,"3633_1"
2223,38.66183,-79.82253,16,6,2009,1,3634,"PO","EBIS","NR",NA,NA,1,"2009-06-16",1,"3634_1"
3163,39.05417,-79.68752,18,9,1993,1,3635,"PO","EBIS","NR",NA,NA,1,"1993-09-18",1,"3635_1"
3087,39.0248,-79.43644,26,5,1992,1,3636,"PO","EBIS","NR",NA,NA,1,"1992-05-26",1,"3636_1"
3087,39.0248,-79.43644,26,5,1992,1,3637,"PO","EBIS","NR",NA,NA,1,"1992-05-26",1,"3637_1"
3459,39.21198,-81.12805,24,11,1993,1,3638,"PO","EBIS","NR",NA,NA,1,"1993-11-24",1,"3638_1"
2753,38.8962,-78.92141,10,5,2007,1,3639,"PO","EBIS","NR",NA,NA,1,"2007-05-10",1,"3639_1"
2199,38.65534,-80.37773,29,9,2007,1,3640,"PO","EBIS","NR",NA,NA,1,"2007-09-29",1,"3640_1"
2100,38.62116,-79.17231,12,10,2007,1,3641,"PO","EBIS","NR",NA,NA,1,"2007-10-12",1,"3641_1"
2100,38.62116,-79.17231,12,10,2007,1,3642,"PO","EBIS","NR",NA,NA,1,"2007-10-12",1,"3642_1"
2100,38.62116,-79.17231,12,10,2007,1,3643,"PO","EBIS","NR",NA,NA,1,"2007-10-12",1,"3643_1"
3643,39.49633,-80.10395,22,5,2010,1,3644,"PO","EBIS","NR",NA,NA,1,"2010-05-22",1,"3644_1"
1590,38.419,-79.98775,13,7,2011,1,3645,"PO","EBIS","NR",NA,NA,1,"2011-07-13",1,"3645_1"
1761,38.46588,-79.915,18,9,2011,1,3646,"PO","EBIS","NR",NA,NA,1,"2011-09-18",1,"3646_1"
1761,38.46588,-79.915,18,9,2011,1,3647,"PO","EBIS","NR",NA,NA,1,"2011-09-18",1,"3647_1"
2251,38.66775,-80.37157,26,10,2012,1,3648,"PO","EBIS","NR",NA,NA,1,"2012-10-26",1,"3648_1"
2058,38.61502,-79.62922,26,4,2013,1,3649,"PO","EBIS","NR",NA,NA,1,"2013-04-26",1,"3649_1"
1899,38.57783,-79.71667,6,6,2013,1,3650,"PO","EBIS","NR",NA,NA,1,"2013-06-06",1,"3650_1"
1891,38.56985,-79.72426,6,6,2013,1,3651,"PO","EBIS","NR",NA,NA,1,"2013-06-06",1,"3651_1"
3321,39.10535,-79.50033,4,5,2001,1,3652,"PO","EBIS","NR",NA,NA,1,"2001-05-04",1,"3652_1"
3321,39.10535,-79.50033,3,6,2000,1,3653,"PO","EBIS","NR",NA,NA,1,"2000-06-03",1,"3653_1"
2671,38.84891,-79.49051,8,7,1986,1,3654,"PO","EBIS","NR",NA,NA,1,"1986-07-08",1,"3654_1"
2174,38.64881,-80.07802,9,7,1986,1,3655,"PO","EBIS","NR",NA,NA,1,"1986-07-09",1,"3655_1"
2265,38.67157,-80.33929,9,7,1986,1,3656,"PO","EBIS","NR",NA,NA,1,"1986-07-09",1,"3656_1"
1420,38.36652,-81.75629,10,7,1935,1,3657,"PO","EBIS","NR",NA,NA,1,"1935-07-10",1,"3657_1"
1627,38.42586,-79.2925,19,5,1995,1,3658,"PO","EBIS","NR",NA,NA,1,"1995-05-19",1,"3658_1"
2260,38.66984,-80.8208,17,7,1935,1,3659,"PO","EBIS","NR",NA,NA,1,"1935-07-17",1,"3659_1"
1420,38.36652,-81.75629,10,7,1935,1,3660,"PO","EBIS","NR",NA,NA,1,"1935-07-10",1,"3660_1"
1341,38.3052,-80.9042,14,3,1953,1,3661,"PO","EBIS","NR",NA,NA,1,"1953-03-14",1,"3661_1"
2149,38.64032,-80.79669,17,7,1935,1,3662,"PO","EBIS","NR",NA,NA,1,"1935-07-17",1,"3662_1"
1420,38.36652,-81.75629,10,7,1935,1,3663,"PO","EBIS","NR",NA,NA,1,"1935-07-10",1,"3663_1"
2460,38.73097,-79.98191,7,8,1935,1,3664,"PO","EBIS","NR",NA,NA,1,"1935-08-07",1,"3664_1"
1423,38.36949,-81.57161,12,7,1935,1,3665,"PO","EBIS","NR",NA,NA,1,"1935-07-12",1,"3665_1"
2011,38.60908,-80.78763,17,7,1935,1,3666,"PO","EBIS","NR",NA,NA,1,"1935-07-17",1,"3666_1"
3608,39.41793,-78.08905,22,6,1935,1,3667,"PO","EBIS","NR",NA,NA,1,"1935-06-22",1,"3667_1"
3506,39.27183,-79.26591,12,7,1937,1,3668,"PO","EBIS","NR",NA,NA,1,"1937-07-12",1,"3668_1"
3746,39.69136,-80.63163,1,8,1937,1,3669,"PO","EBIS","NR",NA,NA,1,"1937-08-01",1,"3669_1"
2204,38.65722,-80.81364,17,7,1935,1,3670,"PO","EBIS","NR",NA,NA,1,"1935-07-17",1,"3670_1"
3552,39.31823,-79.69308,28,8,1935,1,3671,"PO","EBIS","NR",NA,NA,1,"1935-08-28",1,"3671_1"
3653,39.51139,-80.25212,14,10,1935,1,3672,"PO","EBIS","NR",NA,NA,1,"1935-10-14",1,"3672_1"
3653,39.51139,-80.25212,14,10,1935,1,3673,"PO","EBIS","NR",NA,NA,1,"1935-10-14",1,"3673_1"
1321,38.29385,-80.53715,21,6,1937,1,3674,"PO","EBIS","NR",NA,NA,1,"1937-06-21",1,"3674_1"
1692,38.43565,-80.43745,16,6,1938,1,3675,"PO","EBIS","NR",NA,NA,1,"1938-06-16",1,"3675_1"
341,37.71478,-80.43803,23,6,1938,1,3676,"PO","EBIS","NR",NA,NA,1,"1938-06-23",1,"3676_1"
3311,39.10289,-79.95619,20,9,1938,1,3677,"PO","EBIS","NR",NA,NA,1,"1938-09-20",1,"3677_1"
3091,39.02598,-79.70651,1,10,1938,1,3678,"PO","EBIS","NR",NA,NA,1,"1938-10-01",1,"3678_1"
2796,38.92246,-79.84854,29,3,1936,1,3679,"PO","EBIS","NR",NA,NA,1,"1936-03-29",1,"3679_1"
2631,38.8271,-79.71662,10,5,1936,1,3680,"PO","EBIS","NR",NA,NA,1,"1936-05-10",1,"3680_1"
2796,38.92246,-79.84854,17,9,1936,1,3681,"PO","EBIS","NR",NA,NA,1,"1936-09-17",1,"3681_1"
2796,38.92246,-79.84854,17,9,1936,1,3682,"PO","EBIS","NR",NA,NA,1,"1936-09-17",1,"3682_1"
2796,38.92246,-79.84854,17,9,1936,1,3683,"PO","EBIS","NR",NA,NA,1,"1936-09-17",1,"3683_1"
1188,38.21925,-80.09188,26,9,1936,1,3684,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3684_1"
1188,38.21925,-80.09188,26,9,1936,1,3685,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3685_1"
1188,38.21925,-80.09188,26,9,1936,1,3686,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3686_1"
1188,38.21925,-80.09188,26,9,1936,1,3687,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3687_1"
1188,38.21925,-80.09188,26,9,1936,1,3688,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3688_1"
1188,38.21925,-80.09188,26,9,1936,1,3689,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3689_1"
1188,38.21925,-80.09188,26,9,1936,1,3690,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3690_1"
1188,38.21925,-80.09188,26,9,1936,1,3691,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3691_1"
1188,38.21925,-80.09188,26,9,1936,1,3692,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3692_1"
1188,38.21925,-80.09188,26,9,1936,1,3693,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3693_1"
1188,38.21925,-80.09188,26,9,1936,1,3694,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3694_1"
1188,38.21925,-80.09188,26,9,1936,1,3695,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3695_1"
1188,38.21925,-80.09188,26,9,1936,1,3696,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3696_1"
1188,38.21925,-80.09188,26,9,1936,1,3697,"PO","EBIS","NR",NA,NA,1,"1936-09-26",1,"3697_1"
3056,39.00984,-79.8131,14,10,1936,1,3698,"PO","EBIS","NR",NA,NA,1,"1936-10-14",1,"3698_1"
3056,39.00984,-79.8131,14,10,1936,1,3699,"PO","EBIS","NR",NA,NA,1,"1936-10-14",1,"3699_1"
3056,39.00984,-79.8131,19,10,1936,1,3700,"PO","EBIS","NR",NA,NA,1,"1936-10-19",1,"3700_1"
3009,38.99634,-80.72158,27,4,1941,1,3701,"PO","EBIS","NR",NA,NA,1,"1941-04-27",1,"3701_1"
3788,40.0157,-80.72769,18,5,1941,1,3702,"PO","EBIS","NR",NA,NA,1,"1941-05-18",1,"3702_1"
3788,40.0157,-80.72769,18,5,1941,1,3703,"PO","EBIS","NR",NA,NA,1,"1941-05-18",1,"3703_1"
3624,39.45426,-79.52681,NA,NA,NA,1,3704,"PO","EBIS","NR",NA,NA,1,NA,1,"3704_1"
2245,38.66578,-80.38186,15,6,1942,1,3705,"PO","EBIS","NR",NA,NA,1,"1942-06-15",1,"3705_1"
3772,39.87501,-80.69438,1,4,1942,1,3706,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3706_1"
3772,39.87501,-80.69438,1,4,1942,1,3707,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3707_1"
3772,39.87501,-80.69438,1,4,1942,1,3708,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3708_1"
3772,39.87501,-80.69438,1,4,1942,1,3709,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3709_1"
3772,39.87501,-80.69438,1,4,1942,1,3710,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3710_1"
3772,39.87501,-80.69438,1,4,1942,1,3711,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3711_1"
3772,39.87501,-80.69438,1,4,1942,1,3712,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3712_1"
3772,39.87501,-80.69438,1,4,1942,1,3713,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3713_1"
3772,39.87501,-80.69438,1,4,1942,1,3714,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3714_1"
3772,39.87501,-80.69438,1,4,1942,1,3715,"PO","EBIS","NR",NA,NA,1,"1942-04-01",1,"3715_1"
3713,39.6676,-79.73663,15,8,1947,1,3716,"PO","EBIS","NR",NA,NA,1,"1947-08-15",1,"3716_1"
3288,39.0956,-80.47614,19,7,1948,1,3717,"PO","EBIS","NR",NA,NA,1,"1948-07-19",1,"3717_1"
1422,38.36838,-81.61205,24,2,1949,1,3718,"PO","EBIS","NR",NA,NA,1,"1949-02-24",1,"3718_1"
1421,38.36675,-80.63804,28,3,1948,1,3719,"PO","EBIS","NR",NA,NA,1,"1948-03-28",1,"3719_1"
3682,39.57745,-79.95752,22,4,1947,1,3720,"PO","EBIS","NR",NA,NA,1,"1947-04-22",1,"3720_1"
3679,39.56005,-79.83659,11,5,1948,1,3721,"PO","EBIS","NR",NA,NA,1,"1948-05-11",1,"3721_1"
3679,39.56005,-79.83659,31,12,1947,1,3722,"PO","EBIS","NR",NA,NA,1,"1947-12-31",1,"3722_1"
1408,38.35029,-81.58068,10,3,1951,1,3723,"PO","EBIS","NR",NA,NA,1,"1951-03-10",1,"3723_1"
3288,39.0956,-80.47614,19,7,1945,1,3724,"PO","EBIS","NR",NA,NA,1,"1945-07-19",1,"3724_1"
671,37.8815,-81.05288,26,7,1989,1,3725,"PO","EBIS","NR",NA,NA,1,"1989-07-26",1,"3725_1"
1937,38.59809,-79.89893,6,6,1990,1,3726,"PO","EBIS","NR",NA,NA,1,"1990-06-06",1,"3726_1"
3172,39.05972,-79.67525,22,9,1990,1,3727,"PO","EBIS","NR",NA,NA,1,"1990-09-22",1,"3727_1"
3172,39.05972,-79.67525,13,10,1990,1,3728,"PO","EBIS","NR",NA,NA,1,"1990-10-13",1,"3728_1"
1937,38.59809,-79.89893,6,6,1990,1,3729,"PO","EBIS","NR",NA,NA,1,"1990-06-06",1,"3729_1"
3179,39.06304,-79.67894,23,9,1990,1,3730,"PO","EBIS","NR",NA,NA,1,"1990-09-23",1,"3730_1"
3161,39.05396,-79.67996,18,5,1990,1,3731,"PO","EBIS","NR",NA,NA,1,"1990-05-18",1,"3731_1"
3161,39.05396,-79.67996,18,5,1990,1,3732,"PO","EBIS","NR",NA,NA,1,"1990-05-18",1,"3732_1"
3161,39.05396,-79.67996,18,5,1990,1,3733,"PO","EBIS","NR",NA,NA,1,"1990-05-18",1,"3733_1"
3161,39.05396,-79.67996,18,5,1990,1,3734,"PO","EBIS","NR",NA,NA,1,"1990-05-18",1,"3734_1"
3161,39.05396,-79.67996,18,5,1990,1,3735,"PO","EBIS","NR",NA,NA,1,"1990-05-18",1,"3735_1"
1756,38.46382,-79.95835,7,8,1990,1,3736,"PO","EBIS","NR",NA,NA,1,"1990-08-07",1,"3736_1"
3665,39.52743,-81.0461,8,8,1948,1,3737,"PO","EBIS","NR",NA,NA,1,"1948-08-08",1,"3737_1"
1441,38.38489,-80.50043,12,7,1947,1,3738,"PO","EBIS","NR",NA,NA,1,"1947-07-12",1,"3738_1"
1848,38.53683,-81.89655,21,3,1953,1,3739,"PO","EBIS","NR",NA,NA,1,"1953-03-21",1,"3739_1"
3693,39.62214,-78.22462,25,10,1955,1,3740,"PO","EBIS","NR",NA,NA,1,"1955-10-25",1,"3740_1"
3693,39.62214,-78.22462,25,10,1955,1,3741,"PO","EBIS","NR",NA,NA,1,"1955-10-25",1,"3741_1"
3693,39.62214,-78.22462,15,5,1956,1,3742,"PO","EBIS","NR",NA,NA,1,"1956-05-15",1,"3742_1"
3602,39.40459,-80.67051,3,4,1961,1,3743,"PO","EBIS","NR",NA,NA,1,"1961-04-03",1,"3743_1"
3602,39.40459,-80.67051,3,4,1961,1,3744,"PO","EBIS","NR",NA,NA,1,"1961-04-03",1,"3744_1"
3809,40.42574,-80.52239,29,7,1961,1,3745,"PO","EBIS","NR",NA,NA,1,"1961-07-29",1,"3745_1"
3791,40.05101,-80.64322,10,7,1961,1,3746,"PO","EBIS","NR",NA,NA,1,"1961-07-10",1,"3746_1"
3791,40.05101,-80.64322,10,7,1961,1,3747,"PO","EBIS","NR",NA,NA,1,"1961-07-10",1,"3747_1"
3800,40.20868,-80.55364,17,7,1961,1,3748,"PO","EBIS","NR",NA,NA,1,"1961-07-17",1,"3748_1"
3387,39.13281,-81.72995,15,4,1963,1,3749,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3749_1"
3387,39.13281,-81.72995,15,4,1963,1,3750,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3750_1"
2031,38.61052,-81.38521,15,4,1963,1,3751,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3751_1"
2906,38.94542,-81.38489,15,4,1963,1,3752,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3752_1"
3225,39.07996,-81.20368,15,4,1963,1,3753,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3753_1"
3217,39.07835,-81.21096,16,5,1963,1,3754,"PO","EBIS","NR",NA,NA,1,"1963-05-16",1,"3754_1"
3037,39.00137,-81.40729,15,4,1963,1,3755,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3755_1"
3037,39.00137,-81.40729,15,4,1963,1,3756,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3756_1"
3037,39.00137,-81.40729,15,4,1963,1,3757,"PO","EBIS","NR",NA,NA,1,"1963-04-15",1,"3757_1"
1666,38.43094,-81.19403,17,4,1965,1,3758,"PO","EBIS","NR",NA,NA,1,"1965-04-17",1,"3758_1"
3748,39.69374,-79.7634,6,10,1991,1,3759,"PO","EBIS","NR",NA,NA,1,"1991-10-06",1,"3759_1"
2623,38.82228,-81.49755,16,5,1963,1,3760,"PO","EBIS","NR",NA,NA,1,"1963-05-16",1,"3760_1"
2623,38.82228,-81.49755,16,5,1963,1,3761,"PO","EBIS","NR",NA,NA,1,"1963-05-16",1,"3761_1"
2678,38.85485,-81.89475,5,4,1963,1,3762,"PO","EBIS","NR",NA,NA,1,"1963-04-05",1,"3762_1"
2678,38.85485,-81.89475,5,4,1963,1,3763,"PO","EBIS","NR",NA,NA,1,"1963-04-05",1,"3763_1"
743,37.93838,-80.4429,26,9,1965,1,3764,"PO","EBIS","NR",NA,NA,1,"1965-09-26",1,"3764_1"
743,37.93838,-80.4429,26,9,1965,1,3765,"PO","EBIS","NR",NA,NA,1,"1965-09-26",1,"3765_1"
599,37.84422,-80.49957,27,12,1965,1,3766,"PO","EBIS","NR",NA,NA,1,"1965-12-27",1,"3766_1"
599,37.84422,-80.49957,27,12,1965,1,3767,"PO","EBIS","NR",NA,NA,1,"1965-12-27",1,"3767_1"
3445,39.19698,-81.44254,12,3,1966,1,3768,"PO","EBIS","NR",NA,NA,1,"1966-03-12",1,"3768_1"
3076,39.01573,-80.68621,1,4,1966,1,3769,"PO","EBIS","NR",NA,NA,1,"1966-04-01",1,"3769_1"
2924,38.9528,-81.10373,2,4,1966,1,3770,"PO","EBIS","NR",NA,NA,1,"1966-04-02",1,"3770_1"
529,37.83201,-80.4476,2,4,1966,1,3771,"PO","EBIS","NR",NA,NA,1,"1966-04-02",1,"3771_1"
3525,39.28513,-80.5241,1,10,1967,1,3772,"PO","EBIS","NR",NA,NA,1,"1967-10-01",1,"3772_1"
3517,39.28004,-80.69735,27,3,1968,1,3773,"PO","EBIS","NR",NA,NA,1,"1968-03-27",1,"3773_1"
3517,39.28004,-80.69735,27,3,1968,1,3774,"PO","EBIS","NR",NA,NA,1,"1968-03-27",1,"3774_1"
3517,39.28004,-80.69735,27,3,1968,1,3775,"PO","EBIS","NR",NA,NA,1,"1968-03-27",1,"3775_1"
3586,39.37843,-80.86904,20,3,1968,1,3776,"PO","EBIS","NR",NA,NA,1,"1968-03-20",1,"3776_1"
3586,39.37843,-80.86904,20,3,1968,1,3777,"PO","EBIS","NR",NA,NA,1,"1968-03-20",1,"3777_1"
2696,38.86925,-80.14574,9,4,1968,1,3778,"PO","EBIS","NR",NA,NA,1,"1968-04-09",1,"3778_1"
2696,38.86925,-80.14574,9,4,1968,1,3779,"PO","EBIS","NR",NA,NA,1,"1968-04-09",1,"3779_1"
2624,38.82247,-81.61866,25,3,1972,1,3780,"PO","EBIS","NR",NA,NA,1,"1972-03-25",1,"3780_1"
3574,39.35008,-81.2903,11,4,1970,1,3781,"PO","EBIS","NR",NA,NA,1,"1970-04-11",1,"3781_1"
1708,38.43901,-81.19447,15,4,1978,1,3782,"PO","EBIS","NR",NA,NA,1,"1978-04-15",1,"3782_1"
2686,38.85931,-79.46365,19,9,1981,1,3783,"PO","EBIS","NR",NA,NA,1,"1981-09-19",1,"3783_1"
2686,38.85931,-79.46365,19,9,1981,1,3784,"PO","EBIS","NR",NA,NA,1,"1981-09-19",1,"3784_1"
2686,38.85931,-79.46365,19,9,1981,1,3785,"PO","EBIS","NR",NA,NA,1,"1981-09-19",1,"3785_1"
2714,38.8799,-80.86727,10,10,1981,1,3786,"PO","EBIS","NR",NA,NA,1,"1981-10-10",1,"3786_1"
2714,38.8799,-80.86727,10,10,1981,1,3787,"PO","EBIS","NR",NA,NA,1,"1981-10-10",1,"3787_1"
2705,38.87757,-80.85046,8,5,1979,1,3788,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3788_1"
2705,38.87757,-80.85046,8,5,1979,1,3789,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3789_1"
2705,38.87757,-80.85046,8,5,1979,1,3790,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3790_1"
2705,38.87757,-80.85046,8,5,1979,1,3791,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3791_1"
2705,38.87757,-80.85046,8,5,1979,1,3792,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3792_1"
2705,38.87757,-80.85046,8,5,1979,1,3793,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3793_1"
2705,38.87757,-80.85046,8,5,1979,1,3794,"PO","EBIS","NR",NA,NA,1,"1979-05-08",1,"3794_1"
3038,39.00167,-79.68918,16,6,1977,1,3795,"PO","EBIS","NR",NA,NA,1,"1977-06-16",1,"3795_1"
3038,39.00167,-79.68918,16,6,1977,1,3796,"PO","EBIS","NR",NA,NA,1,"1977-06-16",1,"3796_1"
2705,38.87757,-80.85046,24,5,1978,1,3797,"PO","EBIS","NR",NA,NA,1,"1978-05-24",1,"3797_1"
2705,38.87757,-80.85046,24,5,1978,1,3798,"PO","EBIS","NR",NA,NA,1,"1978-05-24",1,"3798_1"
1919,38.58802,-79.75526,12,8,1978,1,3799,"PO","EBIS","NR",NA,NA,1,"1978-08-12",1,"3799_1"
3533,39.29449,-80.60389,23,4,1975,1,3800,"PO","EBIS","NR",NA,NA,1,"1975-04-23",1,"3800_1"
3533,39.29449,-80.60389,17,5,1976,1,3801,"PO","EBIS","NR",NA,NA,1,"1976-05-17",1,"3801_1"
3458,39.21182,-80.55866,4,3,1982,1,3802,"PO","EBIS","NR",NA,NA,1,"1982-03-04",1,"3802_1"
726,37.92184,-80.22741,8,7,1956,1,3803,"PO","EBIS","NR",NA,NA,1,"1956-07-08",1,"3803_1"
940,38.05511,-81.0726,2,4,1989,1,3804,"PO","EBIS","NR",NA,NA,1,"1989-04-02",1,"3804_1"
941,38.0575,-81.07112,2,4,1989,1,3805,"PO","EBIS","NR",NA,NA,1,"1989-04-02",1,"3805_1"
385,37.74873,-80.93176,18,6,1989,1,3806,"PO","EBIS","NR",NA,NA,1,"1989-06-18",1,"3806_1"
385,37.74873,-80.93176,18,6,1989,1,3807,"PO","EBIS","NR",NA,NA,1,"1989-06-18",1,"3807_1"
3743,39.68763,-79.76618,22,9,1991,1,3808,"PO","EBIS","NR",NA,NA,1,"1991-09-22",1,"3808_1"
3738,39.67752,-79.77882,21,9,1991,1,3809,"PO","EBIS","NR",NA,NA,1,"1991-09-21",1,"3809_1"
3529,39.29009,-80.63606,16,3,1971,1,3810,"PO","EBIS","NR",NA,NA,1,"1971-03-16",1,"3810_1"
3529,39.29009,-80.63606,18,2,1971,1,3811,"PO","EBIS","NR",NA,NA,1,"1971-02-18",1,"3811_1"
1135,38.19538,-81.06937,10,3,1992,1,3812,"PO","EBIS","NR",NA,NA,1,"1992-03-10",1,"3812_1"
3087,39.0248,-79.43644,26,5,1992,1,3813,"PO","EBIS","NR",NA,NA,1,"1992-05-26",1,"3813_1"
3087,39.0248,-79.43644,26,5,1992,1,3814,"PO","EBIS","NR",NA,NA,1,"1992-05-26",1,"3814_1"
3151,39.0523,-79.68552,27,5,1992,1,3815,"PO","EBIS","NR",NA,NA,1,"1992-05-27",1,"3815_1"
640,37.85817,-81.01954,14,6,1991,1,3816,"PO","EBIS","NR",NA,NA,1,"1991-06-14",1,"3816_1"
3114,39.03341,-79.39186,28,5,1992,1,3817,"PO","EBIS","NR",NA,NA,1,"1992-05-28",1,"3817_1"
3114,39.03341,-79.39186,28,5,1992,1,3818,"PO","EBIS","NR",NA,NA,1,"1992-05-28",1,"3818_1"
605,37.84639,-80.9486,3,8,1992,1,3819,"PO","EBIS","NR",NA,NA,1,"1992-08-03",1,"3819_1"
1294,38.27398,-79.83247,15,5,1995,1,3820,"PO","EBIS","NR",NA,NA,1,"1995-05-15",1,"3820_1"
1294,38.27398,-79.83247,15,5,1995,1,3821,"PO","EBIS","NR",NA,NA,1,"1995-05-15",1,"3821_1"
1429,38.37428,-79.76228,15,5,1995,1,3822,"PO","EBIS","NR",NA,NA,1,"1995-05-15",1,"3822_1"
1318,38.29335,-79.85799,15,5,1995,1,3823,"PO","EBIS","NR",NA,NA,1,"1995-05-15",1,"3823_1"
1294,38.27398,-79.83247,19,6,1995,1,3824,"PO","EBIS","NR",NA,NA,1,"1995-06-19",1,"3824_1"
1400,38.34319,-79.77791,15,5,1995,1,3825,"PO","EBIS","NR",NA,NA,1,"1995-05-15",1,"3825_1"
1222,38.2328,-79.97939,26,5,1997,1,3826,"PO","EBIS","NR",NA,NA,1,"1997-05-26",1,"3826_1"
1222,38.2328,-79.97939,11,5,1997,1,3827,"PO","EBIS","NR",NA,NA,1,"1997-05-11",1,"3827_1"
1211,38.22562,-79.99127,12,5,1997,1,3828,"PO","EBIS","NR",NA,NA,1,"1997-05-12",1,"3828_1"
1295,38.27415,-79.83528,21,6,1999,1,3829,"PO","EBIS","NR",NA,NA,1,"1999-06-21",1,"3829_1"
1319,38.29344,-79.85805,12,7,1999,1,3830,"PO","EBIS","NR",NA,NA,1,"1999-07-12",1,"3830_1"
1319,38.29344,-79.85805,9,8,1999,1,3831,"PO","EBIS","NR",NA,NA,1,"1999-08-09",1,"3831_1"
1211,38.22562,-79.99127,7,6,1999,1,3832,"PO","EBIS","NR",NA,NA,1,"1999-06-07",1,"3832_1"
1211,38.22562,-79.99127,12,7,1999,1,3833,"PO","EBIS","NR",NA,NA,1,"1999-07-12",1,"3833_1"
1319,38.29344,-79.85805,7,6,1999,1,3834,"PO","EBIS","NR",NA,NA,1,"1999-06-07",1,"3834_1"
1184,38.21717,-79.9956,24,5,1999,1,3835,"PO","EBIS","NR",NA,NA,1,"1999-05-24",1,"3835_1"
2378,38.70398,-79.55007,24,8,1993,1,3836,"PO","EBIS","NR",NA,NA,1,"1993-08-24",1,"3836_1"
1431,38.37629,-80.08164,17,8,1993,1,3837,"PO","EBIS","NR",NA,NA,1,"1993-08-17",1,"3837_1"
1443,38.38547,-80.09115,17,8,1993,1,3838,"PO","EBIS","NR",NA,NA,1,"1993-08-17",1,"3838_1"
3149,39.05067,-79.68524,14,9,1991,1,3839,"PO","EBIS","NR",NA,NA,1,"1991-09-14",1,"3839_1"
544,37.83416,-80.96528,12,6,1991,1,3840,"PO","EBIS","NR",NA,NA,1,"1991-06-12",1,"3840_1"
544,37.83416,-80.96528,12,6,1991,1,3841,"PO","EBIS","NR",NA,NA,1,"1991-06-12",1,"3841_1"
1176,38.21409,-80.29517,17,6,1993,1,3842,"PO","EBIS","NR",NA,NA,1,"1993-06-17",1,"3842_1"
3160,39.05391,-79.68246,17,8,1991,1,3843,"PO","EBIS","NR",NA,NA,1,"1991-08-17",1,"3843_1"
2322,38.69273,-79.55721,29,9,1990,1,3844,"PO","EBIS","NR",NA,NA,1,"1990-09-29",1,"3844_1"
1867,38.55653,-79.92768,7,6,1990,1,3845,"PO","EBIS","NR",NA,NA,1,"1990-06-07",1,"3845_1"
1319,38.29344,-79.85805,2,8,1999,1,3846,"PO","EBIS","NR",NA,NA,1,"1999-08-02",1,"3846_1"
