"site.id","lat","lon","stateProvince","coord.unc","eventDate","day","month","year","survey.conducted","survey.id","pass.id","survey.pass","data.type","species","age","individual.id","time.to.detect","count"
"Museum60",35.6589,-83.1944,"North Carolina",NA,"1962-08-27",27,8,1962,1,70,1,"70_1","PO","GPORDA","NR",NA,NA,1
"Museum3",35.0524,-82.9587,"North Carolina",1070.21,"1962-06-23",23,6,1962,1,71,1,"71_1","PO","GPORDA","NR",NA,NA,1
"Museum49",35.6236,-83.1628,"North Carolina",NA,"1965-07-10",10,7,1965,1,72,1,"72_1","PO","GPORDA","NR",NA,NA,1
"Museum29",35.5481,-83.4919,"North Carolina",NA,"1961-08-11",11,8,1961,1,73,1,"73_1","PO","GPORDA","NR",NA,NA,1
"Museum67",35.6925,-83.2583,"North Carolina - Tennessee",NA,"1962-07-19",19,7,1962,1,74,1,"74_1","PO","GPORDA","NR",NA,NA,1
"Museum8",35.0672,-83.4611,"North Carolina",NA,"1964-07-14",14,7,1964,1,75,1,"75_1","PO","GPORDA","NR",NA,NA,1
"Museum23",35.3736,-84.0203,"Tennessee",NA,"1966-08-26",26,8,1966,1,76,1,"76_1","PO","GPORDA","NR",NA,NA,1
"Museum27",35.4553,-83.1442,"North Carolina",NA,"1962-07-28",28,7,1962,1,77,1,"77_1","PO","GPORDA","NR",NA,NA,1
"Museum48",35.6231,-83.2161,"North Carolina",NA,"1962-08-17",17,8,1962,1,78,1,"78_1","PO","GPORDA","NR",NA,NA,1
"Museum44",35.6019,-83.4219,"North Carolina",NA,"1962-05-30",30,5,1962,1,79,1,"79_1","PO","GPORDA","NR",NA,NA,1
"Museum36",35.5664,-83.7281,"Tennessee",NA,"1972-08-18",18,8,1972,1,80,1,"80_1","PO","GPORDA","NR",NA,NA,1
"Museum51",35.6265,-83.1124,"North Carolina",1200.57,"1913-05-24",24,5,1913,1,81,1,"81_1","PO","GPORDA","NR",NA,NA,1
"Museum41",35.5789,-83.2922,"North Carolina",NA,"1961-09-02",2,9,1961,1,82,1,"82_1","PO","GPORDA","NR",NA,NA,1
"Museum46",35.6136,-83.2678,"North Carolina",NA,"1962-08-15",15,8,1962,1,83,1,"83_1","PO","GPORDA","NR",NA,NA,1
"Museum57",35.6536,-83.4422,"Tennessee",NA,"1973-08-17",17,8,1973,1,84,1,"84_1","PO","GPORDA","NR",NA,NA,1
"Museum26",35.4067,-82.7525,"North Carolina",NA,"1966-07-12",12,7,1966,1,85,1,"85_1","PO","GPORDA","NR",NA,NA,1
"Museum66",35.6872,-83.2689,"North Carolina",NA,"1966-06-08",8,6,1966,1,86,1,"86_1","PO","GPORDA","NR",NA,NA,1
"Museum50",35.6239,-83.1794,"North Carolina",NA,"1971-08-29",29,8,1971,1,87,1,"87_1","PO","GPORDA","NR",NA,NA,1
"Museum33",35.5622,-83.1792,"North Carolina",NA,"1967-07-19",19,7,1967,1,88,1,"88_1","PO","GPORDA","NR",NA,NA,1
"Museum63",35.6783,-83.4106,"Tennessee",NA,"1965-06-07",7,6,1965,1,89,1,"89_1","PO","GPORDA","NR",NA,NA,1
"Museum32",35.5592,-83.3542,"North Carolina",NA,"1962-06-16",16,6,1962,1,90,1,"90_1","PO","GPORDA","NR",NA,NA,1
"Museum40",35.5783,-83.6014,"North Carolina - Tennessee",NA,"1965-07-06",6,7,1965,1,91,1,"91_1","PO","GPORDA","NR",NA,NA,1
