"site.id","lat","lon","day","month","year","date","survey.conducted","survey.id","data.type","species","age","individual.id","time.to.detect","count","pass.id","survey.pass"
259,41.486934,-74.557297,5,7,1998,"7/5/1998",1,1,"PO","DOCH","adult",NA,NA,1,1,"1_1"
265,41.489384,-74.967559,14,8,1998,"8/14/1998",1,2,"PO","DOCH","adult",NA,NA,1,1,"2_1"
282,41.522015,-74.984236,3,5,1998,"5/3/1998",1,3,"PO","DOCH","adult",NA,NA,1,1,"3_1"
285,41.523513,-74.529821,8,5,1999,"5/8/1999",1,4,"PO","DOCH","adult",NA,NA,1,1,"4_1"
295,41.535178,-74.51217,17,7,1994,"7/17/1994",1,5,"PO","DOCH","NR",NA,NA,1,1,"5_1"
296,41.535243,-74.51217,25,6,1996,"6/25/1996",1,6,"PO","DOCH","adult",NA,NA,1,1,"6_1"
301,41.535596,-74.511824,11,9,1993,"9/11/1993",1,7,"PO","DOCH","NR",NA,NA,1,1,"7_1"
302,41.53566,-74.511737,16,7,1997,"7/16/1997",1,8,"PO","DOCH","adult",NA,NA,1,1,"8_1"
305,41.535966,-74.515471,15,4,1999,"4/15/1999",1,9,"PO","DOCH","adult",NA,NA,1,1,"9_1"
306,41.536096,-74.515556,21,6,1996,"6/21/1996",1,10,"PO","DOCH","adult",NA,NA,1,1,"10_1"
307,41.536193,-74.51577,15,9,1996,"9/15/1996",1,11,"PO","DOCH","NR",NA,NA,1,1,"11_1"
328,41.549894,-75.008178,10,9,1999,"9/10/1999",1,12,"PO","DOCH","adult",NA,NA,1,1,"12_1"
339,41.583941,-74.794106,20,9,1999,"9/20/1999",1,13,"PO","DOCH","adult",NA,NA,1,1,"13_1"
345,41.584694,-75.012512,3,5,1998,"5/3/1998",1,14,"PO","DOCH","adult",NA,NA,1,1,"14_1"
342,41.584282,-74.618401,11,8,1999,"8/11/1999",1,15,"PO","DOCH","adult",NA,NA,1,1,"15_1"
350,41.604524,-74.118556,10,9,1999,"9/10/1999",1,16,"PO","DOCH","adult",NA,NA,1,1,"16_1"
369,41.668444,-74.692974,5,7,2001,"7/5/2001",1,17,"PO","DOCH","adult",NA,NA,1,1,"17_1"
376,41.672576,-74.462867,20,8,1997,"8/20/1997",1,18,"PO","DOCH","adult",NA,NA,1,1,"18_1"
379,41.67297,-74.509327,20,8,1997,"8/20/1997",1,19,"PO","DOCH","adult",NA,NA,1,1,"19_1"
389,41.719754,-74.364336,21,8,1996,"8/21/1996",1,20,"PO","DOCH","adult",NA,NA,1,1,"20_1"
413,41.756288,-74.135312,8,4,1998,"4/8/1998",1,21,"PO","DOCH","adult",NA,NA,1,1,"21_1"
420,41.761661,-74.665358,9,4,1998,"4/9/1998",1,22,"PO","DOCH","adult",NA,NA,1,1,"22_1"
424,41.765197,-75.054287,9,5,1998,"5/9/1998",1,23,"PO","DOCH","adult",NA,NA,1,1,"23_1"
426,41.76629,-74.806337,1,9,1998,"9/1/1998",1,24,"PO","DOCH","adult",NA,NA,1,1,"24_1"
430,41.772274,-74.934535,28,6,1992,"6/28/1992",1,25,"PO","DOCH","adult",NA,NA,1,1,"25_1"
435,41.773126,-74.934256,7,5,1995,"5/7/1995",1,26,"PO","DOCH","adult",NA,NA,1,1,"26_1"
438,41.773655,-74.910931,11,9,1998,"9/11/1998",1,27,"PO","DOCH","adult",NA,NA,1,1,"27_1"
440,41.778892,-74.799643,1,9,1998,"9/1/1998",1,28,"PO","DOCH","adult",NA,NA,1,1,"28_1"
452,41.785603,-74.109126,2,6,1995,"6/2/1995",1,29,"PO","DOCH","adult",NA,NA,1,1,"29_1"
461,41.788998,-74.112485,22,9,1992,"9/22/1992",1,30,"PO","DOCH","adult",NA,NA,1,1,"30_1"
471,41.793829,-74.898869,9,5,1998,"5/9/1998",1,31,"PO","DOCH","adult",NA,NA,1,1,"31_1"
476,41.801223,-74.638251,2,6,1995,"6/2/1995",1,32,"PO","DOCH","adult",NA,NA,1,1,"32_1"
483,41.836192,-74.882994,1,9,1998,"9/1/1998",1,33,"PO","DOCH","adult",NA,NA,1,1,"33_1"
484,41.846188,-74.543185,10,5,1998,"5/10/1998",1,34,"PO","DOCH","adult",NA,NA,1,1,"34_1"
492,41.869481,-75.024486,18,5,1999,"5/18/1999",1,35,"PO","DOCH","adult",NA,NA,1,1,"35_1"
497,41.870562,-74.670622,29,6,1994,"6/29/1994",1,36,"PO","DOCH","adult",NA,NA,1,1,"36_1"
506,41.901954,-74.945543,12,10,1996,"10/12/1996",1,37,"PO","DOCH","adult",NA,NA,1,1,"37_1"
511,41.922468,-74.091792,7,8,1998,"8/7/1998",1,38,"PO","DOCH","adult",NA,NA,1,1,"38_1"
514,41.927005,-74.19921,30,9,1999,"9/30/1999",1,39,"PO","DOCH","adult",NA,NA,1,1,"39_1"
515,41.927586,-74.200235,30,9,1999,"9/30/1999",1,40,"PO","DOCH","adult",NA,NA,1,1,"40_1"
517,41.929383,-74.201705,10,6,1994,"6/10/1994",1,41,"PO","DOCH","adult",NA,NA,1,1,"41_1"
518,41.929383,-74.20164,30,6,1994,"6/30/1994",1,42,"PO","DOCH","adult",NA,NA,1,1,"42_1"
536,41.942068,-75.195259,1,9,1996,"9/1/1996",1,43,"PO","DOCH","adult",NA,NA,1,1,"43_1"
531,41.941435,-74.267201,30,6,1994,"6/30/1994",1,44,"PO","DOCH","adult",NA,NA,1,1,"44_1"
532,41.941537,-74.2672,20,6,1994,"6/20/1994",1,45,"PO","DOCH","adult",NA,NA,1,1,"45_1"
533,41.941588,-74.267268,10,6,1994,"6/10/1994",1,46,"PO","DOCH","adult",NA,NA,1,1,"46_1"
547,41.957493,-75.073536,12,10,1996,"10/12/1996",1,47,"PO","DOCH","adult",NA,NA,1,1,"47_1"
551,41.960732,-74.462996,14,9,1999,"9/14/1999",1,48,"PO","DOCH","adult",NA,NA,1,1,"48_1"
556,41.976678,-75.307672,9,7,1998,"7/9/1998",1,49,"PO","DOCH","adult",NA,NA,1,1,"49_1"
585,42.006153,-75.655093,29,6,1995,"6/29/1995",1,50,"PO","DOCH","NR",NA,NA,1,1,"50_1"
631,42.012994,-75.081089,6,5,1998,"5/6/1998",1,51,"PO","DOCH","adult",NA,NA,1,1,"51_1"
593,42.008324,-76.102177,6,6,1996,"6/6/1996",1,52,"PO","DOCH","NR",NA,NA,1,1,"52_1"
635,42.013444,-75.850767,13,7,1998,"7/13/1998",1,53,"PO","DOCH","NR",NA,NA,1,1,"53_1"
669,42.023326,-74.74637,3,9,1995,"9/3/1995",1,54,"PO","DOCH","adult",NA,NA,1,1,"54_1"
672,42.023656,-76.133075,28,8,1997,"8/28/1997",1,55,"PO","DOCH","NR",NA,NA,1,1,"55_1"
717,42.036826,-75.579837,19,9,1996,"9/19/1996",1,56,"PO","DOCH","NR",NA,NA,1,1,"56_1"
699,42.03172,-76.270312,28,8,1997,"8/28/1997",1,57,"PO","DOCH","NR",NA,NA,1,1,"57_1"
724,42.0383,-75.583985,6,6,2001,"6/6/2001",1,58,"PO","DOCH","NR",NA,NA,1,1,"58_1"
571,42.001346,-78.032652,3,10,1999,"10/3/1999",1,59,"PO","DOCH","NR",NA,NA,1,1,"59_1"
709,42.035111,-76.241517,6,9,1996,"9/6/1996",1,60,"PO","DOCH","NR",NA,NA,1,1,"60_1"
746,42.042049,-75.370583,24,9,1997,"9/24/1997",1,61,"PO","DOCH","adult",NA,NA,1,1,"61_1"
754,42.042794,-74.811719,19,6,1998,"6/19/1998",1,62,"PO","DOCH","NR",NA,NA,1,1,"62_1"
713,42.036194,-76.272197,28,8,1997,"8/28/1997",1,63,"PO","DOCH","NR",NA,NA,1,1,"63_1"
756,42.043147,-74.811299,18,6,1998,"6/18/1998",1,64,"PO","DOCH","adult",NA,NA,1,1,"64_1"
762,42.044013,-74.728192,31,8,1998,"8/31/1998",1,65,"PO","DOCH","adult",NA,NA,1,1,"65_1"
584,42.005899,-78.034637,12,7,1999,"7/12/1999",1,66,"PO","DOCH","NR",NA,NA,1,1,"66_1"
772,42.046133,-74.725048,31,8,1998,"8/31/1998",1,67,"PO","DOCH","adult",NA,NA,1,1,"67_1"
797,42.049987,-74.922436,19,6,1998,"6/19/1998",1,68,"PO","DOCH","adult",NA,NA,1,1,"68_1"
802,42.050122,-75.397373,14,8,1997,"8/14/1997",1,69,"PO","DOCH","adult",NA,NA,1,1,"69_1"
803,42.050157,-75.397516,24,9,1997,"9/24/1997",1,70,"PO","DOCH","adult",NA,NA,1,1,"70_1"
608,42.010141,-78.067638,30,9,1999,"9/30/1999",1,71,"PO","DOCH","NR",NA,NA,1,1,"71_1"
577,42.003608,-78.324339,17,7,1996,"7/17/1996",1,72,"PO","DOCH","NR",NA,NA,1,1,"72_1"
590,42.007124,-78.327466,24,9,1999,"9/24/1999",1,73,"PO","DOCH","NR",NA,NA,1,1,"73_1"
646,42.015773,-78.050366,12,7,1999,"7/12/1999",1,74,"PO","DOCH","NR",NA,NA,1,1,"74_1"
653,42.017777,-77.98125,18,7,1996,"7/18/1996",1,75,"PO","DOCH","NR",NA,NA,1,1,"75_1"
594,42.008398,-78.327743,10,7,1996,"7/10/1996",1,76,"PO","DOCH","NR",NA,NA,1,1,"76_1"
598,42.008833,-78.327602,24,9,1999,"9/24/1999",1,77,"PO","DOCH","NR",NA,NA,1,1,"77_1"
600,42.009209,-78.327925,17,7,1996,"7/17/1996",1,78,"PO","DOCH","NR",NA,NA,1,1,"78_1"
827,42.056498,-75.610084,6,6,2001,"6/6/2001",1,79,"PO","DOCH","NR",NA,NA,1,1,"79_1"
667,42.022702,-77.963657,18,7,1996,"7/18/1996",1,80,"PO","DOCH","NR",NA,NA,1,1,"80_1"
844,42.061763,-75.407974,14,8,1997,"8/14/1997",1,81,"PO","DOCH","adult",NA,NA,1,1,"81_1"
829,42.057314,-76.184791,29,7,1997,"7/29/1997",1,82,"PO","DOCH","NR",NA,NA,1,1,"82_1"
862,42.065527,-75.122353,22,5,1997,"5/22/1997",1,83,"PO","DOCH","NR",NA,NA,1,1,"83_1"
865,42.06558,-75.204688,9,4,1991,"4/9/1991",1,84,"PO","DOCH","adult",NA,NA,1,1,"84_1"
867,42.065624,-75.204747,0,9,1991,"8/31/1991",1,85,"PO","DOCH","adult",NA,NA,1,1,"85_1"
641,42.014548,-78.555578,30,6,1998,"6/30/1998",1,86,"PO","DOCH","NR",NA,NA,1,1,"86_1"
885,42.069599,-74.690621,31,8,1998,"8/31/1998",1,87,"PO","DOCH","adult",NA,NA,1,1,"87_1"
651,42.016818,-78.530892,1,7,1998,"7/1/1998",1,88,"PO","DOCH","NR",NA,NA,1,1,"88_1"
614,42.011018,-78.765669,16,8,1998,"8/16/1998",1,89,"PO","DOCH","NR",NA,NA,1,1,"89_1"
621,42.011184,-78.764876,21,6,1993,"6/21/1993",1,90,"PO","DOCH","NR",NA,NA,1,1,"90_1"
592,42.007445,-78.886825,19,8,1998,"8/19/1998",1,91,"PO","DOCH","NR",NA,NA,1,1,"91_1"
894,42.073045,-74.695075,7,7,1998,"7/7/1998",1,92,"PO","DOCH","NR",NA,NA,1,1,"92_1"
625,42.012163,-78.762847,17,9,1998,"9/17/1998",1,93,"PO","DOCH","NR",NA,NA,1,1,"93_1"
636,42.013814,-78.726822,23,6,1998,"6/23/1998",1,94,"PO","DOCH","NR",NA,NA,1,1,"94_1"
599,42.00886,-78.891364,5,9,1998,"9/5/1998",1,95,"PO","DOCH","NR",NA,NA,1,1,"95_1"
637,42.014103,-78.754178,17,9,1998,"9/17/1998",1,96,"PO","DOCH","NR",NA,NA,1,1,"96_1"
648,42.016338,-78.68817,21,9,1998,"9/21/1998",1,97,"PO","DOCH","NR",NA,NA,1,1,"97_1"
664,42.022342,-78.502303,29,6,1998,"6/29/1998",1,98,"PO","DOCH","NR",NA,NA,1,1,"98_1"
901,42.077058,-75.138274,15,5,1998,"5/15/1998",1,99,"PO","DOCH","adult",NA,NA,1,1,"99_1"
629,42.012689,-78.892921,21,9,1996,"9/21/1996",1,100,"PO","DOCH","NR",NA,NA,1,1,"100_1"
770,42.045682,-77.787853,6,10,1996,"10/6/1996",1,101,"PO","DOCH","NR",NA,NA,1,1,"101_1"
610,42.010607,-79.006215,28,4,1992,"4/28/1992",1,102,"PO","DOCH","NR",NA,NA,1,1,"102_1"
612,42.010949,-79.004827,1,7,1998,"7/1/1998",1,103,"PO","DOCH","NR",NA,NA,1,1,"103_1"
652,42.017628,-78.810464,24,8,1998,"8/24/1998",1,104,"PO","DOCH","NR",NA,NA,1,1,"104_1"
643,42.015024,-78.893051,19,8,1998,"8/19/1998",1,105,"PO","DOCH","NR",NA,NA,1,1,"105_1"
666,42.022694,-78.691867,21,9,1998,"9/21/1998",1,106,"PO","DOCH","NR",NA,NA,1,1,"106_1"
731,42.039554,-78.12623,2,10,1999,"10/2/1999",1,107,"PO","DOCH","NR",NA,NA,1,1,"107_1"
655,42.01968,-78.794249,24,8,1998,"8/24/1998",1,108,"PO","DOCH","NR",NA,NA,1,1,"108_1"
792,42.049108,-77.777266,15,9,1997,"9/15/1997",1,109,"PO","DOCH","NR",NA,NA,1,1,"109_1"
681,42.025431,-78.683336,12,6,1995,"6/12/1995",1,110,"PO","DOCH","NR",NA,NA,1,1,"110_1"
915,42.083616,-75.553738,1,5,1999,"5/1/1999",1,111,"PO","DOCH","NR",NA,NA,1,1,"111_1"
751,42.042303,-78.129738,18,7,1996,"7/18/1996",1,112,"PO","DOCH","NR",NA,NA,1,1,"112_1"
855,42.064194,-77.20963,20,5,1997,"5/20/1997",1,113,"PO","DOCH","NR",NA,NA,1,1,"113_1"
689,42.027819,-78.709707,20,8,1998,"8/20/1998",1,114,"PO","DOCH","NR",NA,NA,1,1,"114_1"
929,42.088861,-75.071861,6,5,1998,"5/6/1998",1,115,"PO","DOCH","adult",NA,NA,1,1,"115_1"
727,42.03848,-78.40441,27,9,1996,"9/27/1996",1,116,"PO","DOCH","NR",NA,NA,1,1,"116_1"
918,42.084454,-76.037419,30,9,1995,"9/30/1995",1,117,"PO","DOCH","NR",NA,NA,1,1,"117_1"
895,42.073483,-76.947746,21,7,1997,"7/21/1997",1,118,"PO","DOCH","NR",NA,NA,1,1,"118_1"
926,42.086826,-75.982797,31,5,1995,"5/31/1995",1,119,"PO","DOCH","NR",NA,NA,1,1,"119_1"
702,42.033464,-78.639582,2,5,1992,"5/2/1992",1,120,"PO","DOCH","NR",NA,NA,1,1,"120_1"
687,42.027588,-78.968983,5,5,1993,"5/5/1993",1,121,"PO","DOCH","NR",NA,NA,1,1,"121_1"
898,42.075603,-77.185571,11,5,1997,"5/11/1997",1,122,"PO","DOCH","NR",NA,NA,1,1,"122_1"
748,42.042118,-78.557612,11,5,1998,"5/11/1998",1,123,"PO","DOCH","NR",NA,NA,1,1,"123_1"
661,42.021671,-79.173369,7,7,2004,"7/7/2004",1,124,"PO","DOCH","NR",NA,NA,1,1,"124_1"
701,42.03298,-78.857528,6,5,1993,"5/6/1993",1,125,"PO","DOCH","NR",NA,NA,1,1,"125_1"
694,42.029997,-78.971859,3,5,1994,"5/3/1994",1,126,"PO","DOCH","NR",NA,NA,1,1,"126_1"
900,42.076422,-77.293657,19,5,1997,"5/19/1997",1,127,"PO","DOCH","NR",NA,NA,1,1,"127_1"
943,42.096374,-74.093088,15,5,1999,"5/15/1999",1,128,"PO","DOCH","adult",NA,NA,1,1,"128_1"
760,42.043309,-78.639147,4,9,1998,"9/4/1998",1,129,"PO","DOCH","NR",NA,NA,1,1,"129_1"
768,42.044879,-78.642284,4,9,1998,"9/4/1998",1,130,"PO","DOCH","NR",NA,NA,1,1,"130_1"
768,42.044879,-78.642284,4,9,1998,"9/4/1998",1,131,"PO","DOCH","NR",NA,NA,1,1,"131_1"
841,42.061601,-78.138638,3,10,1999,"10/3/1999",1,132,"PO","DOCH","NR",NA,NA,1,1,"132_1"
783,42.047171,-78.642125,28,9,1999,"9/28/1999",1,133,"PO","DOCH","NR",NA,NA,1,1,"133_1"
777,42.046721,-78.667729,3,5,1994,"5/3/1994",1,134,"PO","DOCH","NR",NA,NA,1,1,"134_1"
956,42.10553,-75.187989,11,6,1996,"6/11/1996",1,135,"PO","DOCH","adult",NA,NA,1,1,"135_1"
769,42.045258,-78.728838,7,5,1993,"5/7/1993",1,136,"PO","DOCH","NR",NA,NA,1,1,"136_1"
740,42.040923,-78.864414,4,5,1994,"5/4/1994",1,137,"PO","DOCH","NR",NA,NA,1,1,"137_1"
791,42.049069,-78.642848,24,9,1999,"9/24/1999",1,138,"PO","DOCH","NR",NA,NA,1,1,"138_1"
793,42.049605,-78.640281,28,8,1999,"8/28/1999",1,139,"PO","DOCH","NR",NA,NA,1,1,"139_1"
794,42.049615,-78.642151,29,7,1998,"7/29/1998",1,140,"PO","DOCH","NR",NA,NA,1,1,"140_1"
758,42.043196,-78.839396,12,9,1998,"9/12/1998",1,141,"PO","DOCH","NR",NA,NA,1,1,"141_1"
755,42.042974,-78.880354,27,4,1992,"4/27/1992",1,142,"PO","DOCH","NR",NA,NA,1,1,"142_1"
799,42.050085,-78.664633,4,9,1998,"9/4/1998",1,143,"PO","DOCH","NR",NA,NA,1,1,"143_1"
815,42.0526,-78.725872,27,9,1996,"9/27/1996",1,144,"PO","DOCH","NR",NA,NA,1,1,"144_1"
820,42.052871,-78.717565,31,12,1999,"12/31/1999",1,145,"PO","DOCH","NR",NA,NA,1,1,"145_1"
813,42.052267,-78.75628,20,8,1998,"8/20/1998",1,146,"PO","DOCH","NR",NA,NA,1,1,"146_1"
818,42.052679,-78.78137,2,9,1994,"9/2/1994",1,147,"PO","DOCH","NR",NA,NA,1,1,"147_1"
824,42.0553,-78.715599,28,9,1996,"9/28/1996",1,148,"PO","DOCH","NR",NA,NA,1,1,"148_1"
823,42.055077,-78.765455,9,9,1998,"9/9/1998",1,149,"PO","DOCH","NR",NA,NA,1,1,"149_1"
856,42.064267,-78.475872,10,9,1990,"9/10/1990",1,150,"PO","DOCH","NR",NA,NA,1,1,"150_1"
858,42.064343,-78.475247,10,9,1990,"9/10/1990",1,151,"PO","DOCH","NR",NA,NA,1,1,"151_1"
809,42.051624,-78.876916,4,5,1994,"5/4/1994",1,152,"PO","DOCH","NR",NA,NA,1,1,"152_1"
923,42.085721,-77.718044,28,9,1997,"9/28/1997",1,153,"PO","DOCH","NR",NA,NA,1,1,"153_1"
945,42.097724,-77.213781,11,5,1997,"5/11/1997",1,154,"PO","DOCH","NR",NA,NA,1,1,"154_1"
984,42.111905,-76.287187,19,7,1999,"7/19/1999",1,155,"PO","DOCH","NR",NA,NA,1,1,"155_1"
875,42.067655,-78.445696,17,7,1996,"7/17/1996",1,156,"PO","DOCH","NR",NA,NA,1,1,"156_1"
899,42.075671,-78.17819,31,7,1996,"7/31/1996",1,157,"PO","DOCH","NR",NA,NA,1,1,"157_1"
988,42.113431,-76.203611,12,6,1997,"6/12/1997",1,158,"PO","DOCH","NR",NA,NA,1,1,"158_1"
882,42.068895,-78.442815,0,9,1992,"8/31/1992",1,159,"PO","DOCH","NR",NA,NA,1,1,"159_1"
883,42.069029,-78.447595,3,9,1991,"9/3/1991",1,160,"PO","DOCH","NR",NA,NA,1,1,"160_1"
848,42.063121,-78.648424,26,9,1998,"9/26/1998",1,161,"PO","DOCH","NR",NA,NA,1,1,"161_1"
835,42.059164,-78.786262,16,7,1992,"7/16/1992",1,162,"PO","DOCH","NR",NA,NA,1,1,"162_1"
853,42.063935,-78.652259,28,9,1998,"9/28/1998",1,163,"PO","DOCH","NR",NA,NA,1,1,"163_1"
887,42.070351,-78.446288,13,7,1996,"7/13/1996",1,164,"PO","DOCH","NR",NA,NA,1,1,"164_1"
913,42.083011,-78.066403,12,7,1999,"7/12/1999",1,165,"PO","DOCH","NR",NA,NA,1,1,"165_1"
832,42.05747,-78.947325,30,7,1996,"7/30/1996",1,166,"PO","DOCH","NR",NA,NA,1,1,"166_1"
736,42.040328,-79.458495,16,5,1997,"5/16/1997",1,167,"PO","DOCH","NR",NA,NA,1,1,"167_1"
840,42.061359,-78.898911,6,5,1993,"5/6/1993",1,168,"PO","DOCH","NR",NA,NA,1,1,"168_1"
890,42.070769,-78.644713,11,7,1999,"7/11/1999",1,169,"PO","DOCH","NR",NA,NA,1,1,"169_1"
1005,42.118099,-76.583544,25,7,1995,"7/25/1995",1,170,"PO","DOCH","NR",NA,NA,1,1,"170_1"
914,42.083149,-78.26749,23,7,1997,"7/23/1997",1,171,"PO","DOCH","NR",NA,NA,1,1,"171_1"
876,42.067972,-78.780004,28,4,1992,"4/28/1992",1,172,"PO","DOCH","NR",NA,NA,1,1,"172_1"
1010,42.120994,-76.563313,25,7,1995,"7/25/1995",1,173,"PO","DOCH","NR",NA,NA,1,1,"173_1"
1009,42.119628,-76.6625,18,6,1997,"6/18/1997",1,174,"PO","DOCH","NR",NA,NA,1,1,"174_1"
1031,42.12953,-74.263107,20,5,1998,"5/20/1998",1,175,"PO","DOCH","adult",NA,NA,1,1,"175_1"
990,42.114766,-77.080188,9,7,1997,"7/9/1997",1,176,"PO","DOCH","NR",NA,NA,1,1,"176_1"
892,42.071704,-78.775013,5,9,1994,"9/5/1994",1,177,"PO","DOCH","NR",NA,NA,1,1,"177_1"
994,42.115863,-77.263863,21,5,1997,"5/21/1997",1,178,"PO","DOCH","NR",NA,NA,1,1,"178_1"
950,42.104283,-77.821949,15,9,1997,"9/15/1997",1,179,"PO","DOCH","NR",NA,NA,1,1,"179_1"
960,42.106209,-77.837866,15,9,1997,"9/15/1997",1,180,"PO","DOCH","NR",NA,NA,1,1,"180_1"
1039,42.138628,-74.100913,18,5,1995,"5/18/1995",1,181,"PO","DOCH","larva",NA,NA,1,1,"181_1"
905,42.079518,-78.806172,12,9,1998,"9/12/1998",1,182,"PO","DOCH","NR",NA,NA,1,1,"182_1"
1048,42.144613,-74.646518,31,8,1998,"8/31/1998",1,183,"PO","DOCH","adult",NA,NA,1,1,"183_1"
916,42.083693,-78.805455,12,9,1998,"9/12/1998",1,184,"PO","DOCH","NR",NA,NA,1,1,"184_1"
817,42.052613,-79.753892,10,10,1997,"10/10/1997",1,185,"PO","DOCH","NR",NA,NA,1,1,"185_1"
972,42.108571,-78.178151,2,10,1999,"10/2/1999",1,186,"PO","DOCH","NR",NA,NA,1,1,"186_1"
1042,42.141333,-76.780379,5,6,1994,"6/5/1994",1,187,"PO","DOCH","NR",NA,NA,1,1,"187_1"
940,42.094222,-78.800253,5,5,1994,"5/5/1994",1,188,"PO","DOCH","NR",NA,NA,1,1,"188_1"
947,42.098473,-78.720545,21,6,1993,"6/21/1993",1,189,"PO","DOCH","NR",NA,NA,1,1,"189_1"
1006,42.11834,-78.159494,2,10,1999,"10/2/1999",1,190,"PO","DOCH","NR",NA,NA,1,1,"190_1"
1044,42.14198,-77.157896,10,5,1997,"5/10/1997",1,191,"PO","DOCH","NR",NA,NA,1,1,"191_1"
1085,42.160025,-74.203316,19,6,1997,"6/19/1997",1,192,"PO","DOCH","adult",NA,NA,1,1,"192_1"
951,42.104507,-78.712216,12,9,1998,"9/12/1998",1,193,"PO","DOCH","NR",NA,NA,1,1,"193_1"
1050,42.145778,-77.153606,10,5,1997,"5/10/1997",1,194,"PO","DOCH","NR",NA,NA,1,1,"194_1"
958,42.105839,-78.734605,3,9,1994,"9/3/1994",1,195,"PO","DOCH","NR",NA,NA,1,1,"195_1"
1016,42.12308,-78.169553,2,10,1999,"10/2/1999",1,196,"PO","DOCH","NR",NA,NA,1,1,"196_1"
954,42.105287,-78.771873,5,5,1994,"5/5/1994",1,197,"PO","DOCH","NR",NA,NA,1,1,"197_1"
970,42.108514,-78.742423,0,6,1991,"5/31/1991",1,198,"PO","DOCH","NR",NA,NA,1,1,"198_1"
1099,42.163765,-76.157948,17,7,1999,"7/17/1999",1,199,"PO","DOCH","NR",NA,NA,1,1,"199_1"
971,42.108536,-78.774831,12,9,1998,"9/12/1998",1,200,"PO","DOCH","NR",NA,NA,1,1,"200_1"
1117,42.170721,-75.031526,9,6,1997,"6/9/1997",1,201,"PO","DOCH","adult",NA,NA,1,1,"201_1"
1122,42.17245,-74.579721,16,7,1998,"7/16/1998",1,202,"PO","DOCH","adult",NA,NA,1,1,"202_1"
1037,42.137508,-77.921121,15,9,1997,"9/15/1997",1,203,"PO","DOCH","NR",NA,NA,1,1,"203_1"
1127,42.175033,-75.442552,16,6,1998,"6/16/1998",1,204,"PO","DOCH","NR",NA,NA,1,1,"204_1"
1073,42.156331,-77.137824,18,5,1997,"5/18/1997",1,205,"PO","DOCH","NR",NA,NA,1,1,"205_1"
1069,42.15583,-77.170438,9,5,1997,"5/9/1997",1,206,"PO","DOCH","NR",NA,NA,1,1,"206_1"
1135,42.176546,-75.171389,5,10,1996,"10/5/1996",1,207,"PO","DOCH","adult",NA,NA,1,1,"207_1"
937,42.091165,-79.527013,16,5,1997,"5/16/1997",1,208,"PO","DOCH","NR",NA,NA,1,1,"208_1"
1018,42.125881,-78.704413,16,9,1998,"9/16/1998",1,209,"PO","DOCH","NR",NA,NA,1,1,"209_1"
1052,42.14637,-78.037419,19,9,1997,"9/19/1997",1,210,"PO","DOCH","NR",NA,NA,1,1,"210_1"
1020,42.126993,-78.709581,16,9,1998,"9/16/1998",1,211,"PO","DOCH","NR",NA,NA,1,1,"211_1"
1057,42.147673,-78.030543,8,10,1996,"10/8/1996",1,212,"PO","DOCH","NR",NA,NA,1,1,"212_1"
1088,42.160991,-77.569397,27,6,1998,"6/27/1998",1,213,"PO","DOCH","NR",NA,NA,1,1,"213_1"
1112,42.169707,-77.167823,28,5,1997,"5/28/1997",1,214,"PO","DOCH","NR",NA,NA,1,1,"214_1"
1146,42.181402,-76.552664,25,7,1995,"7/25/1995",1,215,"PO","DOCH","NR",NA,NA,1,1,"215_1"
1079,42.157427,-77.835788,9,10,1996,"10/9/1996",1,216,"PO","DOCH","NR",NA,NA,1,1,"216_1"
1034,42.134863,-78.637482,14,7,1998,"7/14/1998",1,217,"PO","DOCH","NR",NA,NA,1,1,"217_1"
1083,42.158483,-77.880671,8,10,1996,"10/8/1996",1,218,"PO","DOCH","NR",NA,NA,1,1,"218_1"
1047,42.1445,-78.438652,4,6,1998,"6/4/1998",1,219,"PO","DOCH","NR",NA,NA,1,1,"219_1"
1105,42.166745,-77.602607,27,6,1998,"6/27/1998",1,220,"PO","DOCH","NR",NA,NA,1,1,"220_1"
1021,42.127122,-79.010296,28,5,1998,"5/28/1998",1,221,"PO","DOCH","NR",NA,NA,1,1,"221_1"
1101,42.164016,-77.793891,18,9,1997,"9/18/1997",1,222,"PO","DOCH","NR",NA,NA,1,1,"222_1"
1166,42.194244,-74.052789,7,6,1998,"6/7/1998",1,223,"PO","DOCH","adult",NA,NA,1,1,"223_1"
1113,42.170427,-77.635498,30,5,1999,"5/30/1999",1,224,"PO","DOCH","NR",NA,NA,1,1,"224_1"
1090,42.161689,-78.070137,19,9,1997,"9/19/1997",1,225,"PO","DOCH","NR",NA,NA,1,1,"225_1"
1078,42.156824,-78.337231,28,8,1998,"8/28/1998",1,226,"PO","DOCH","NR",NA,NA,1,1,"226_1"
1043,42.14164,-78.83906,29,5,1998,"5/29/1998",1,227,"PO","DOCH","NR",NA,NA,1,1,"227_1"
1065,42.152102,-78.545843,28,6,1999,"6/28/1999",1,228,"PO","DOCH","NR",NA,NA,1,1,"228_1"
1151,42.182874,-77.349941,7,5,1997,"5/7/1997",1,229,"PO","DOCH","NR",NA,NA,1,1,"229_1"
1128,42.175092,-77.84125,9,10,1996,"10/9/1996",1,230,"PO","DOCH","NR",NA,NA,1,1,"230_1"
1131,42.175714,-77.842696,7,10,1996,"10/7/1996",1,231,"PO","DOCH","NR",NA,NA,1,1,"231_1"
