"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","pass.id","individual.id","time.to.detect","date","survey.pass","species","age","count"
59,42.414386,-72.466767,27,7,2020,1,59,"count",1,NA,NA,"7/27/2020","59_1","EBIS","NR",1
59,42.414386,-72.466767,27,7,2020,1,59,"count",1,NA,NA,"7/27/2020","59_1","GPOR","NR",1
95,42.520691,-72.941389,25,5,2020,1,95,"count",1,NA,NA,"5/25/2020","95_1","DFUS","NR",9
95,42.520691,-72.941389,25,5,2020,1,95,"count",1,NA,NA,"5/25/2020","95_1","EBIS","NR",109
95,42.520691,-72.941389,25,5,2020,1,95,"count",1,NA,NA,"5/25/2020","95_1","GPOR","NR",3
102,42.562372,-72.827206,7,6,2020,1,102,"count",1,NA,NA,"6/7/2020","102_1","DFUS","NR",2
102,42.562372,-72.827206,7,6,2020,1,102,"count",1,NA,NA,"6/7/2020","102_1","EBIS","NR",21
102,42.562372,-72.827206,7,6,2020,1,102,"count",1,NA,NA,"6/7/2020","102_1","GPOR","NR",4
89,42.487913,-72.70565,21,6,2020,1,89,"count",1,NA,NA,"6/21/2020","89_1","DFUS","NR",8
89,42.487913,-72.70565,21,6,2020,1,89,"count",1,NA,NA,"6/21/2020","89_1","EBIS","NR",13
89,42.487913,-72.70565,21,6,2020,1,89,"count",1,NA,NA,"6/21/2020","89_1","GPOR","NR",5
110,42.584297,-72.841554,28,6,2020,1,110,"count",1,NA,NA,"6/28/2020","110_1","DFUS","NR",1
110,42.584297,-72.841554,28,6,2020,1,110,"count",1,NA,NA,"6/28/2020","110_1","EBIS","NR",5
110,42.584297,-72.841554,28,6,2020,1,110,"count",1,NA,NA,"6/28/2020","110_1","GPOR","NR",3
65,42.422601,-72.650847,25,7,2020,1,65,"count",1,NA,NA,"7/25/2020","65_1","DFUS","NR",2
65,42.422601,-72.650847,25,7,2020,1,65,"count",1,NA,NA,"7/25/2020","65_1","EBIS","NR",2
65,42.422601,-72.650847,25,7,2020,1,65,"count",1,NA,NA,"7/25/2020","65_1","GPOR","NR",0
114,42.591278,-72.939678,8,8,2020,1,114,"count",1,NA,NA,"8/8/2020","114_1","DFUS","NR",5
114,42.591278,-72.939678,8,8,2020,1,114,"count",1,NA,NA,"8/8/2020","114_1","EBIS","NR",6
114,42.591278,-72.939678,8,8,2020,1,114,"count",1,NA,NA,"8/8/2020","114_1","GPOR","NR",4
64,42.421704,-72.765081,5,9,2020,1,64,"count",1,NA,NA,"9/5/2020","64_1","DFUS","NR",1
64,42.421704,-72.765081,5,9,2020,1,64,"count",1,NA,NA,"9/5/2020","64_1","EBIS","NR",3
64,42.421704,-72.765081,5,9,2020,1,64,"count",1,NA,NA,"9/5/2020","64_1","GPOR","NR",1
151,42.660608,-73.052103,6,9,2020,1,151,"count",1,NA,NA,"9/6/2020","151_1","DFUS","NR",46
151,42.660608,-73.052103,6,9,2020,1,151,"count",1,NA,NA,"9/6/2020","151_1","EBIS","NR",17
151,42.660608,-73.052103,6,9,2020,1,151,"count",1,NA,NA,"9/6/2020","151_1","GPOR","NR",8
85,42.485068,-72.946896,19,9,2020,1,85,"count",1,NA,NA,"9/19/2020","85_1","DFUS","NR",12
85,42.485068,-72.946896,19,9,2020,1,85,"count",1,NA,NA,"9/19/2020","85_1","EBIS","NR",36
85,42.485068,-72.946896,19,9,2020,1,85,"count",1,NA,NA,"9/19/2020","85_1","GPOR","NR",0
80,42.482365,-72.760522,27,9,2020,1,80,"count",1,NA,NA,"9/27/2020","80_1","DFUS","NR",0
80,42.482365,-72.760522,27,9,2020,1,80,"count",1,NA,NA,"9/27/2020","80_1","EBIS","NR",47
80,42.482365,-72.760522,27,9,2020,1,80,"count",1,NA,NA,"9/27/2020","80_1","GPOR","NR",0
83,42.484586,-72.757122,28,9,2020,1,83,"count",1,NA,NA,"9/28/2020","83_1","DFUS","NR",2
83,42.484586,-72.757122,28,9,2020,1,83,"count",1,NA,NA,"9/28/2020","83_1","EBIS","NR",8
83,42.484586,-72.757122,28,9,2020,1,83,"count",1,NA,NA,"9/28/2020","83_1","GPOR","NR",0
107,42.576305,-72.917955,4,10,2020,1,107,"count",1,NA,NA,"10/4/2020","107_1","DFUS","NR",0
107,42.576305,-72.917955,4,10,2020,1,107,"count",1,NA,NA,"10/4/2020","107_1","EBIS","NR",14
107,42.576305,-72.917955,4,10,2020,1,107,"count",1,NA,NA,"10/4/2020","107_1","GPOR","NR",0
105,42.573425,-72.91578,4,10,2020,1,105,"count",1,NA,NA,"10/4/2020","105_1","DFUS","NR",0
105,42.573425,-72.91578,4,10,2020,1,105,"count",1,NA,NA,"10/4/2020","105_1","EBIS","NR",9
105,42.573425,-72.91578,4,10,2020,1,105,"count",1,NA,NA,"10/4/2020","105_1","GPOR","NR",1
71,42.44771,-72.654358,5,10,2020,1,71,"count",1,NA,NA,"10/5/2020","71_1","DFUS","NR",0
71,42.44771,-72.654358,5,10,2020,1,71,"count",1,NA,NA,"10/5/2020","71_1","EBIS","NR",3
71,42.44771,-72.654358,5,10,2020,1,71,"count",1,NA,NA,"10/5/2020","71_1","GPOR","NR",0
143,42.634381,-73.140473,24,10,2020,1,143,"count",1,NA,NA,"10/24/2020","143_1","DFUS","NR",3
143,42.634381,-73.140473,24,10,2020,1,143,"count",1,NA,NA,"10/24/2020","143_1","EBIS","NR",9
143,42.634381,-73.140473,24,10,2020,1,143,"count",1,NA,NA,"10/24/2020","143_1","GPOR","NR",0
142,42.633478,-73.138989,24,10,2020,1,142,"count",1,NA,NA,"10/24/2020","142_1","DFUS","NR",6
142,42.633478,-73.138989,24,10,2020,1,142,"count",1,NA,NA,"10/24/2020","142_1","EBIS","NR",9
142,42.633478,-73.138989,24,10,2020,1,142,"count",1,NA,NA,"10/24/2020","142_1","GPOR","NR",1
20,42.17999,-72.28087,19,5,2020,1,20,"count",1,NA,NA,"5/19/2020","20_1","DFUS","NR",20
20,42.17999,-72.28087,19,5,2020,1,20,"count",1,NA,NA,"5/19/2020","20_1","EBIS","NR",8
20,42.17999,-72.28087,19,5,2020,1,20,"count",1,NA,NA,"5/19/2020","20_1","GPOR","NR",0
28,42.18455,-72.27903,19,5,2020,1,28,"count",1,NA,NA,"5/19/2020","28_1","DFUS","NR",0
28,42.18455,-72.27903,19,5,2020,1,28,"count",1,NA,NA,"5/19/2020","28_1","EBIS","NR",8
28,42.18455,-72.27903,19,5,2020,1,28,"count",1,NA,NA,"5/19/2020","28_1","GPOR","NR",0
58,42.41158,-72.86886,30,5,2020,1,58,"count",1,NA,NA,"5/30/2020","58_1","DFUS","NR",13
58,42.41158,-72.86886,30,5,2020,1,58,"count",1,NA,NA,"5/30/2020","58_1","EBIS","NR",76
58,42.41158,-72.86886,30,5,2020,1,58,"count",1,NA,NA,"5/30/2020","58_1","GPOR","NR",0
2,42.04374,-72.94265,27,6,2020,1,2,"count",1,NA,NA,"6/27/2020","2_1","DFUS","NR",1
2,42.04374,-72.94265,27,6,2020,1,2,"count",1,NA,NA,"6/27/2020","2_1","EBIS","NR",6
2,42.04374,-72.94265,27,6,2020,1,2,"count",1,NA,NA,"6/27/2020","2_1","GPOR","NR",0
3,42.04638,-72.94092,27,6,2020,1,3,"count",1,NA,NA,"6/27/2020","3_1","DFUS","NR",1
3,42.04638,-72.94092,27,6,2020,1,3,"count",1,NA,NA,"6/27/2020","3_1","EBIS","NR",1
3,42.04638,-72.94092,27,6,2020,1,3,"count",1,NA,NA,"6/27/2020","3_1","GPOR","NR",0
1,42.03967,-72.94053,27,6,2020,1,1,"count",1,NA,NA,"6/27/2020","1_1","DFUS","NR",5
1,42.03967,-72.94053,27,6,2020,1,1,"count",1,NA,NA,"6/27/2020","1_1","EBIS","NR",0
1,42.03967,-72.94053,27,6,2020,1,1,"count",1,NA,NA,"6/27/2020","1_1","GPOR","NR",0
141,42.63297,-72.93153,9,7,2020,1,141,"count",1,NA,NA,"7/9/2020","141_1","DFUS","NR",1
141,42.63297,-72.93153,9,7,2020,1,141,"count",1,NA,NA,"7/9/2020","141_1","EBIS","NR",14
141,42.63297,-72.93153,9,7,2020,1,141,"count",1,NA,NA,"7/9/2020","141_1","GPOR","NR",2
147,42.64143,-72.94751,9,7,2020,1,147,"count",1,NA,NA,"7/9/2020","147_1","DFUS","NR",0
147,42.64143,-72.94751,9,7,2020,1,147,"count",1,NA,NA,"7/9/2020","147_1","EBIS","NR",1
147,42.64143,-72.94751,9,7,2020,1,147,"count",1,NA,NA,"7/9/2020","147_1","GPOR","NR",4
148,42.64407,-72.9912,9,7,2020,1,148,"count",1,NA,NA,"7/9/2020","148_1","DFUS","NR",5
148,42.64407,-72.9912,9,7,2020,1,148,"count",1,NA,NA,"7/9/2020","148_1","EBIS","NR",7
148,42.64407,-72.9912,9,7,2020,1,148,"count",1,NA,NA,"7/9/2020","148_1","GPOR","NR",3
62,42.42009,-72.86254,14,7,2020,1,62,"count",1,NA,NA,"7/14/2020","62_1","DFUS","NR",3
62,42.42009,-72.86254,14,7,2020,1,62,"count",1,NA,NA,"7/14/2020","62_1","EBIS","NR",27
62,42.42009,-72.86254,14,7,2020,1,62,"count",1,NA,NA,"7/14/2020","62_1","GPOR","NR",0
68,42.43042,-72.85706,14,7,2020,1,68,"count",1,NA,NA,"7/14/2020","68_1","DFUS","NR",11
68,42.43042,-72.85706,14,7,2020,1,68,"count",1,NA,NA,"7/14/2020","68_1","EBIS","NR",4
68,42.43042,-72.85706,14,7,2020,1,68,"count",1,NA,NA,"7/14/2020","68_1","GPOR","NR",8
44,42.3228,-72.7821,17,7,2020,1,44,"count",1,NA,NA,"7/17/2020","44_1","DFUS","NR",6
44,42.3228,-72.7821,17,7,2020,1,44,"count",1,NA,NA,"7/17/2020","44_1","EBIS","NR",0
44,42.3228,-72.7821,17,7,2020,1,44,"count",1,NA,NA,"7/17/2020","44_1","GPOR","NR",0
46,42.32342,-72.78342,17,7,2020,1,46,"count",1,NA,NA,"7/17/2020","46_1","DFUS","NR",0
46,42.32342,-72.78342,17,7,2020,1,46,"count",1,NA,NA,"7/17/2020","46_1","EBIS","NR",3
46,42.32342,-72.78342,17,7,2020,1,46,"count",1,NA,NA,"7/17/2020","46_1","GPOR","NR",0
45,42.32333,-72.78564,17,7,2020,1,45,"count",1,NA,NA,"7/17/2020","45_1","DFUS","NR",0
45,42.32333,-72.78564,17,7,2020,1,45,"count",1,NA,NA,"7/17/2020","45_1","EBIS","NR",0
45,42.32333,-72.78564,17,7,2020,1,45,"count",1,NA,NA,"7/17/2020","45_1","GPOR","NR",0
47,42.34624,-72.75787,17,7,2020,1,47,"count",1,NA,NA,"7/17/2020","47_1","DFUS","NR",3
47,42.34624,-72.75787,17,7,2020,1,47,"count",1,NA,NA,"7/17/2020","47_1","EBIS","NR",8
47,42.34624,-72.75787,17,7,2020,1,47,"count",1,NA,NA,"7/17/2020","47_1","GPOR","NR",0
48,42.35508,-72.75881,17,7,2020,1,48,"count",1,NA,NA,"7/17/2020","48_1","DFUS","NR",1
48,42.35508,-72.75881,17,7,2020,1,48,"count",1,NA,NA,"7/17/2020","48_1","EBIS","NR",0
48,42.35508,-72.75881,17,7,2020,1,48,"count",1,NA,NA,"7/17/2020","48_1","GPOR","NR",1
177,42.72933,-72.92413,24,7,2020,1,177,"count",1,NA,NA,"7/24/2020","177_1","DFUS","NR",0
177,42.72933,-72.92413,24,7,2020,1,177,"count",1,NA,NA,"7/24/2020","177_1","EBIS","NR",6
177,42.72933,-72.92413,24,7,2020,1,177,"count",1,NA,NA,"7/24/2020","177_1","GPOR","NR",2
178,42.73197,-72.93192,24,7,2020,1,178,"count",1,NA,NA,"7/24/2020","178_1","DFUS","NR",12
178,42.73197,-72.93192,24,7,2020,1,178,"count",1,NA,NA,"7/24/2020","178_1","EBIS","NR",2
178,42.73197,-72.93192,24,7,2020,1,178,"count",1,NA,NA,"7/24/2020","178_1","GPOR","NR",0
174,42.72346,-72.94218,24,7,2020,1,174,"count",1,NA,NA,"7/24/2020","174_1","DFUS","NR",9
174,42.72346,-72.94218,24,7,2020,1,174,"count",1,NA,NA,"7/24/2020","174_1","EBIS","NR",3
174,42.72346,-72.94218,24,7,2020,1,174,"count",1,NA,NA,"7/24/2020","174_1","GPOR","NR",2
168,42.70681,-72.96901,27,7,2020,1,168,"count",1,NA,NA,"7/27/2020","168_1","DFUS","NR",30
168,42.70681,-72.96901,27,7,2020,1,168,"count",1,NA,NA,"7/27/2020","168_1","EBIS","NR",17
168,42.70681,-72.96901,27,7,2020,1,168,"count",1,NA,NA,"7/27/2020","168_1","GPOR","NR",0
169,42.71146,-72.98017,27,7,2020,1,169,"count",1,NA,NA,"7/27/2020","169_1","DFUS","NR",8
169,42.71146,-72.98017,27,7,2020,1,169,"count",1,NA,NA,"7/27/2020","169_1","EBIS","NR",11
169,42.71146,-72.98017,27,7,2020,1,169,"count",1,NA,NA,"7/27/2020","169_1","GPOR","NR",0
170,42.71164,-72.9807,27,7,2020,1,170,"count",1,NA,NA,"7/27/2020","170_1","DFUS","NR",2
170,42.71164,-72.9807,27,7,2020,1,170,"count",1,NA,NA,"7/27/2020","170_1","EBIS","NR",2
170,42.71164,-72.9807,27,7,2020,1,170,"count",1,NA,NA,"7/27/2020","170_1","GPOR","NR",0
166,42.69216,-72.97563,31,7,2020,1,166,"count",1,NA,NA,"7/31/2020","166_1","DFUS","NR",17
166,42.69216,-72.97563,31,7,2020,1,166,"count",1,NA,NA,"7/31/2020","166_1","EBIS","NR",8
166,42.69216,-72.97563,31,7,2020,1,166,"count",1,NA,NA,"7/31/2020","166_1","GPOR","NR",1
163,42.6842,-72.97955,31,7,2020,1,163,"count",1,NA,NA,"7/31/2020","163_1","DFUS","NR",8
163,42.6842,-72.97955,31,7,2020,1,163,"count",1,NA,NA,"7/31/2020","163_1","EBIS","NR",5
163,42.6842,-72.97955,31,7,2020,1,163,"count",1,NA,NA,"7/31/2020","163_1","GPOR","NR",1
165,42.68668,-72.98769,31,7,2020,1,165,"count",1,NA,NA,"7/31/2020","165_1","DFUS","NR",5
165,42.68668,-72.98769,31,7,2020,1,165,"count",1,NA,NA,"7/31/2020","165_1","EBIS","NR",1
165,42.68668,-72.98769,31,7,2020,1,165,"count",1,NA,NA,"7/31/2020","165_1","GPOR","NR",3
158,42.67915,-73.01086,7,8,2020,1,158,"count",1,NA,NA,"8/7/2020","158_1","DFUS","NR",0
158,42.67915,-73.01086,7,8,2020,1,158,"count",1,NA,NA,"8/7/2020","158_1","EBIS","NR",1
158,42.67915,-73.01086,7,8,2020,1,158,"count",1,NA,NA,"8/7/2020","158_1","GPOR","NR",1
156,42.6734,-73.00613,7,8,2020,1,156,"count",1,NA,NA,"8/7/2020","156_1","DFUS","NR",13
156,42.6734,-73.00613,7,8,2020,1,156,"count",1,NA,NA,"8/7/2020","156_1","EBIS","NR",1
156,42.6734,-73.00613,7,8,2020,1,156,"count",1,NA,NA,"8/7/2020","156_1","GPOR","NR",0
154,42.6701,-73.00188,7,8,2020,1,154,"count",1,NA,NA,"8/7/2020","154_1","DFUS","NR",16
154,42.6701,-73.00188,7,8,2020,1,154,"count",1,NA,NA,"8/7/2020","154_1","EBIS","NR",0
154,42.6701,-73.00188,7,8,2020,1,154,"count",1,NA,NA,"8/7/2020","154_1","GPOR","NR",3
152,42.66367,-72.99035,7,8,2020,1,152,"count",1,NA,NA,"8/7/2020","152_1","DFUS","NR",2
152,42.66367,-72.99035,7,8,2020,1,152,"count",1,NA,NA,"8/7/2020","152_1","EBIS","NR",1
152,42.66367,-72.99035,7,8,2020,1,152,"count",1,NA,NA,"8/7/2020","152_1","GPOR","NR",1
149,42.66016,-72.97754,7,8,2020,1,149,"count",1,NA,NA,"8/7/2020","149_1","DFUS","NR",8
149,42.66016,-72.97754,7,8,2020,1,149,"count",1,NA,NA,"8/7/2020","149_1","EBIS","NR",1
149,42.66016,-72.97754,7,8,2020,1,149,"count",1,NA,NA,"8/7/2020","149_1","GPOR","NR",0
164,42.6855,-73.07796,14,8,2020,1,164,"count",1,NA,NA,"8/14/2020","164_1","DFUS","NR",3
164,42.6855,-73.07796,14,8,2020,1,164,"count",1,NA,NA,"8/14/2020","164_1","EBIS","NR",2
164,42.6855,-73.07796,14,8,2020,1,164,"count",1,NA,NA,"8/14/2020","164_1","GPOR","NR",1
162,42.6823,-73.0788,14,8,2020,1,162,"count",1,NA,NA,"8/14/2020","162_1","DFUS","NR",3
162,42.6823,-73.0788,14,8,2020,1,162,"count",1,NA,NA,"8/14/2020","162_1","EBIS","NR",0
162,42.6823,-73.0788,14,8,2020,1,162,"count",1,NA,NA,"8/14/2020","162_1","GPOR","NR",2
159,42.68041,-73.08116,14,8,2020,1,159,"count",1,NA,NA,"8/14/2020","159_1","DFUS","NR",15
159,42.68041,-73.08116,14,8,2020,1,159,"count",1,NA,NA,"8/14/2020","159_1","EBIS","NR",0
159,42.68041,-73.08116,14,8,2020,1,159,"count",1,NA,NA,"8/14/2020","159_1","GPOR","NR",0
157,42.67855,-73.07802,14,8,2020,1,157,"count",1,NA,NA,"8/14/2020","157_1","DFUS","NR",6
157,42.67855,-73.07802,14,8,2020,1,157,"count",1,NA,NA,"8/14/2020","157_1","EBIS","NR",1
157,42.67855,-73.07802,14,8,2020,1,157,"count",1,NA,NA,"8/14/2020","157_1","GPOR","NR",0
155,42.67245,-73.08189,14,8,2020,1,155,"count",1,NA,NA,"8/14/2020","155_1","DFUS","NR",0
155,42.67245,-73.08189,14,8,2020,1,155,"count",1,NA,NA,"8/14/2020","155_1","EBIS","NR",1
155,42.67245,-73.08189,14,8,2020,1,155,"count",1,NA,NA,"8/14/2020","155_1","GPOR","NR",1
153,42.66814,-73.08648,14,8,2020,1,153,"count",1,NA,NA,"8/14/2020","153_1","DFUS","NR",20
153,42.66814,-73.08648,14,8,2020,1,153,"count",1,NA,NA,"8/14/2020","153_1","EBIS","NR",6
153,42.66814,-73.08648,14,8,2020,1,153,"count",1,NA,NA,"8/14/2020","153_1","GPOR","NR",0
150,42.66035,-73.0843,14,8,2020,1,150,"count",1,NA,NA,"8/14/2020","150_1","DFUS","NR",8
150,42.66035,-73.0843,14,8,2020,1,150,"count",1,NA,NA,"8/14/2020","150_1","EBIS","NR",0
150,42.66035,-73.0843,14,8,2020,1,150,"count",1,NA,NA,"8/14/2020","150_1","GPOR","NR",0
96,42.5363,-71.79404,17,8,2020,1,96,"count",1,NA,NA,"8/17/2020","96_1","DFUS","NR",0
96,42.5363,-71.79404,17,8,2020,1,96,"count",1,NA,NA,"8/17/2020","96_1","EBIS","NR",0
96,42.5363,-71.79404,17,8,2020,1,96,"count",1,NA,NA,"8/17/2020","96_1","GPOR","NR",0
98,42.53674,-71.79569,17,8,2020,1,98,"count",1,NA,NA,"8/17/2020","98_1","DFUS","NR",0
98,42.53674,-71.79569,17,8,2020,1,98,"count",1,NA,NA,"8/17/2020","98_1","EBIS","NR",0
98,42.53674,-71.79569,17,8,2020,1,98,"count",1,NA,NA,"8/17/2020","98_1","GPOR","NR",0
111,42.58519,-73.00345,4,9,2020,1,111,"count",1,NA,NA,"9/4/2020","111_1","DFUS","NR",1
111,42.58519,-73.00345,4,9,2020,1,111,"count",1,NA,NA,"9/4/2020","111_1","EBIS","NR",2
111,42.58519,-73.00345,4,9,2020,1,111,"count",1,NA,NA,"9/4/2020","111_1","GPOR","NR",3
113,42.59096,-73.01654,4,9,2020,1,113,"count",1,NA,NA,"9/4/2020","113_1","DFUS","NR",0
113,42.59096,-73.01654,4,9,2020,1,113,"count",1,NA,NA,"9/4/2020","113_1","EBIS","NR",0
113,42.59096,-73.01654,4,9,2020,1,113,"count",1,NA,NA,"9/4/2020","113_1","GPOR","NR",1
121,42.60074,-73.01732,4,9,2020,1,121,"count",1,NA,NA,"9/4/2020","121_1","DFUS","NR",0
121,42.60074,-73.01732,4,9,2020,1,121,"count",1,NA,NA,"9/4/2020","121_1","EBIS","NR",0
121,42.60074,-73.01732,4,9,2020,1,121,"count",1,NA,NA,"9/4/2020","121_1","GPOR","NR",1
106,42.57621,-73.01418,4,9,2020,1,106,"count",1,NA,NA,"9/4/2020","106_1","DFUS","NR",1
106,42.57621,-73.01418,4,9,2020,1,106,"count",1,NA,NA,"9/4/2020","106_1","EBIS","NR",4
106,42.57621,-73.01418,4,9,2020,1,106,"count",1,NA,NA,"9/4/2020","106_1","GPOR","NR",8
129,42.60852,-73.01138,7,9,2020,1,129,"count",1,NA,NA,"9/7/2020","129_1","DFUS","NR",0
129,42.60852,-73.01138,7,9,2020,1,129,"count",1,NA,NA,"9/7/2020","129_1","EBIS","NR",0
129,42.60852,-73.01138,7,9,2020,1,129,"count",1,NA,NA,"9/7/2020","129_1","GPOR","NR",3
124,42.60376,-73.00907,7,9,2020,1,124,"count",1,NA,NA,"9/7/2020","124_1","DFUS","NR",8
124,42.60376,-73.00907,7,9,2020,1,124,"count",1,NA,NA,"9/7/2020","124_1","EBIS","NR",1
124,42.60376,-73.00907,7,9,2020,1,124,"count",1,NA,NA,"9/7/2020","124_1","GPOR","NR",1
138,42.62062,-73.01845,7,9,2020,1,138,"count",1,NA,NA,"9/7/2020","138_1","DFUS","NR",1
138,42.62062,-73.01845,7,9,2020,1,138,"count",1,NA,NA,"9/7/2020","138_1","EBIS","NR",1
138,42.62062,-73.01845,7,9,2020,1,138,"count",1,NA,NA,"9/7/2020","138_1","GPOR","NR",2
140,42.62436,-73.00304,7,9,2020,1,140,"count",1,NA,NA,"9/7/2020","140_1","DFUS","NR",9
140,42.62436,-73.00304,7,9,2020,1,140,"count",1,NA,NA,"9/7/2020","140_1","EBIS","NR",8
140,42.62436,-73.00304,7,9,2020,1,140,"count",1,NA,NA,"9/7/2020","140_1","GPOR","NR",1
91,42.49128,-73.18819,11,9,2020,1,91,"count",1,NA,NA,"9/11/2020","91_1","DFUS","NR",15
91,42.49128,-73.18819,11,9,2020,1,91,"count",1,NA,NA,"9/11/2020","91_1","EBIS","NR",2
91,42.49128,-73.18819,11,9,2020,1,91,"count",1,NA,NA,"9/11/2020","91_1","GPOR","NR",1
100,42.54974,-73.16031,11,9,2020,1,100,"count",1,NA,NA,"9/11/2020","100_1","DFUS","NR",1
100,42.54974,-73.16031,11,9,2020,1,100,"count",1,NA,NA,"9/11/2020","100_1","EBIS","NR",1
100,42.54974,-73.16031,11,9,2020,1,100,"count",1,NA,NA,"9/11/2020","100_1","GPOR","NR",3
99,42.53975,-73.12453,11,9,2020,1,99,"count",1,NA,NA,"9/11/2020","99_1","DFUS","NR",2
99,42.53975,-73.12453,11,9,2020,1,99,"count",1,NA,NA,"9/11/2020","99_1","EBIS","NR",16
99,42.53975,-73.12453,11,9,2020,1,99,"count",1,NA,NA,"9/11/2020","99_1","GPOR","NR",1
101,42.5554,-73.11633,11,9,2020,1,101,"count",1,NA,NA,"9/11/2020","101_1","DFUS","NR",3
101,42.5554,-73.11633,11,9,2020,1,101,"count",1,NA,NA,"9/11/2020","101_1","EBIS","NR",15
101,42.5554,-73.11633,11,9,2020,1,101,"count",1,NA,NA,"9/11/2020","101_1","GPOR","NR",3
172,42.71698,-73.26683,14,9,2020,1,172,"count",1,NA,NA,"9/14/2020","172_1","DFUS","NR",7
172,42.71698,-73.26683,14,9,2020,1,172,"count",1,NA,NA,"9/14/2020","172_1","EBIS","NR",22
172,42.71698,-73.26683,14,9,2020,1,172,"count",1,NA,NA,"9/14/2020","172_1","GPOR","NR",5
171,42.71213,-73.26382,14,9,2020,1,171,"count",1,NA,NA,"9/14/2020","171_1","DFUS","NR",10
171,42.71213,-73.26382,14,9,2020,1,171,"count",1,NA,NA,"9/14/2020","171_1","EBIS","NR",25
171,42.71213,-73.26382,14,9,2020,1,171,"count",1,NA,NA,"9/14/2020","171_1","GPOR","NR",6
179,42.73447,-73.25119,14,9,2020,1,179,"count",1,NA,NA,"9/14/2020","179_1","DFUS","NR",6
179,42.73447,-73.25119,14,9,2020,1,179,"count",1,NA,NA,"9/14/2020","179_1","EBIS","NR",7
179,42.73447,-73.25119,14,9,2020,1,179,"count",1,NA,NA,"9/14/2020","179_1","GPOR","NR",2
176,42.7277,-73.24162,14,9,2020,1,176,"count",1,NA,NA,"9/14/2020","176_1","DFUS","NR",6
176,42.7277,-73.24162,14,9,2020,1,176,"count",1,NA,NA,"9/14/2020","176_1","EBIS","NR",3
176,42.7277,-73.24162,14,9,2020,1,176,"count",1,NA,NA,"9/14/2020","176_1","GPOR","NR",6
175,42.72617,-73.24662,14,9,2020,1,175,"count",1,NA,NA,"9/14/2020","175_1","DFUS","NR",20
175,42.72617,-73.24662,14,9,2020,1,175,"count",1,NA,NA,"9/14/2020","175_1","EBIS","NR",5
175,42.72617,-73.24662,14,9,2020,1,175,"count",1,NA,NA,"9/14/2020","175_1","GPOR","NR",2
125,42.60435,-73.17167,18,9,2020,1,125,"count",1,NA,NA,"9/18/2020","125_1","DFUS","NR",0
125,42.60435,-73.17167,18,9,2020,1,125,"count",1,NA,NA,"9/18/2020","125_1","EBIS","NR",5
125,42.60435,-73.17167,18,9,2020,1,125,"count",1,NA,NA,"9/18/2020","125_1","GPOR","NR",9
131,42.61133,-73.17255,18,9,2020,1,131,"count",1,NA,NA,"9/18/2020","131_1","DFUS","NR",2
131,42.61133,-73.17255,18,9,2020,1,131,"count",1,NA,NA,"9/18/2020","131_1","EBIS","NR",1
131,42.61133,-73.17255,18,9,2020,1,131,"count",1,NA,NA,"9/18/2020","131_1","GPOR","NR",10
134,42.61527,-73.16639,18,9,2020,1,134,"count",1,NA,NA,"9/18/2020","134_1","DFUS","NR",0
134,42.61527,-73.16639,18,9,2020,1,134,"count",1,NA,NA,"9/18/2020","134_1","EBIS","NR",1
134,42.61527,-73.16639,18,9,2020,1,134,"count",1,NA,NA,"9/18/2020","134_1","GPOR","NR",3
139,42.62142,-73.16738,18,9,2020,1,139,"count",1,NA,NA,"9/18/2020","139_1","DFUS","NR",0
139,42.62142,-73.16738,18,9,2020,1,139,"count",1,NA,NA,"9/18/2020","139_1","EBIS","NR",10
139,42.62142,-73.16738,18,9,2020,1,139,"count",1,NA,NA,"9/18/2020","139_1","GPOR","NR",12
119,42.5991,-73.21907,21,9,2020,1,119,"count",1,NA,NA,"9/21/2020","119_1","DFUS","NR",30
119,42.5991,-73.21907,21,9,2020,1,119,"count",1,NA,NA,"9/21/2020","119_1","EBIS","NR",30
119,42.5991,-73.21907,21,9,2020,1,119,"count",1,NA,NA,"9/21/2020","119_1","GPOR","NR",0
116,42.59492,-73.21629,21,9,2020,1,116,"count",1,NA,NA,"9/21/2020","116_1","DFUS","NR",8
116,42.59492,-73.21629,21,9,2020,1,116,"count",1,NA,NA,"9/21/2020","116_1","EBIS","NR",15
116,42.59492,-73.21629,21,9,2020,1,116,"count",1,NA,NA,"9/21/2020","116_1","GPOR","NR",1
117,42.59596,-73.21558,21,9,2020,1,117,"count",1,NA,NA,"9/21/2020","117_1","DFUS","NR",8
117,42.59596,-73.21558,21,9,2020,1,117,"count",1,NA,NA,"9/21/2020","117_1","EBIS","NR",9
117,42.59596,-73.21558,21,9,2020,1,117,"count",1,NA,NA,"9/21/2020","117_1","GPOR","NR",0
120,42.60066,-73.21429,21,9,2020,1,120,"count",1,NA,NA,"9/21/2020","120_1","DFUS","NR",6
120,42.60066,-73.21429,21,9,2020,1,120,"count",1,NA,NA,"9/21/2020","120_1","EBIS","NR",6
120,42.60066,-73.21429,21,9,2020,1,120,"count",1,NA,NA,"9/21/2020","120_1","GPOR","NR",2
126,42.60542,-73.21026,21,9,2020,1,126,"count",1,NA,NA,"9/21/2020","126_1","DFUS","NR",9
126,42.60542,-73.21026,21,9,2020,1,126,"count",1,NA,NA,"9/21/2020","126_1","EBIS","NR",7
