"site.id","lat","lon","stateProvince","coord.unc","eventDate","day","month","year","survey.conducted","survey.id","pass.id","survey.pass","data.type","species","age","individual.id","time.to.detect","count"
"iNat291",40.612113,-82.568817,"Ohio",27908,"2025-04-12T12:45",12,4,2025,1,41,1,"41_1","PO","GPORPO","NR",NA,NA,1
"iNat239",39.560296,-79.392237,"Maryland",28090,"2025-04-14T13:24:52",14,4,2025,1,42,1,"42_1","PO","GPORPO","NR",NA,NA,1
"iNat191",39.38912,-79.479958,"Maryland",15,"2025-04-14T20:42:07",14,4,2025,1,43,1,"43_1","PO","GPORPO","NR",NA,NA,1
"iNat271",40.234389,-77.558618,"Pennsylvania",130,"2025-03-30T12:15",30,3,2025,1,44,1,"44_1","PO","GPORPO","NR",NA,NA,1
"iNat452",42.323103,-76.33213,"New York",4,"2025-03-31T16:16:29",31,3,2025,1,45,1,"45_1","PO","GPORPO","NR",NA,NA,1
"iNat455",42.323608,-76.331825,"New York",5,"2025-03-31T16:35:10",31,3,2025,1,46,1,"46_1","PO","GPORPO","NR",NA,NA,1
"iNat450",42.322833,-76.332353,"New York",2,"2025-03-31T15:26:05",31,3,2025,1,47,1,"47_1","PO","GPORPO","NR",NA,NA,1
"iNat229",39.528657,-79.31387,"Maryland",28090,"2025-03-30T21:07:03",30,3,2025,1,48,1,"48_1","PO","GPORPO","NR",NA,NA,1
"iNat224",39.490624,-79.370097,"Maryland",28090,"2025-03-30T20:52:33",30,3,2025,1,49,1,"49_1","PO","GPORPO","NR",NA,NA,1
"iNat200",39.423311,-79.501494,"West Virginia",NA,"2025-03-28T20:48:27",28,3,2025,1,50,1,"50_1","PO","GPORPO","NR",NA,NA,1
"iNat486",42.423109,-76.274175,"New York",27630,"2025-03-28T13:54:05",28,3,2025,1,51,1,"51_1","PO","GPORPO","NR",NA,NA,1
"iNat389",42.11605,-79.973428,"Pennsylvania",4,"2025-03-25T20:39:23",25,3,2025,1,52,1,"52_1","PO","GPORPO","NR",NA,NA,1
"iNat212",39.461258,-79.200837,"Maryland",28090,"2025-03-16T21:11:13",16,3,2025,1,53,1,"53_1","PO","GPORPO","NR",NA,NA,1
"iNat379",42.0951,-72.989265,"Connecticut",27692,"2017-07-28",28,7,2017,1,54,1,"54_1","PO","GPORPO","NR",NA,NA,1
"iNat388",42.11597,-79.973572,"Pennsylvania",4,"2025-03-20T20:29:46",20,3,2025,1,55,1,"55_1","PO","GPORPO","NR",NA,NA,1
"iNat162",38.915883,-79.7693,"West Virginia",NA,"2025-03-10T18:37:32",10,3,2025,1,56,1,"56_1","PO","GPORPO","NR",NA,NA,1
"iNat256",40.146222,-79.268355,"Pennsylvania",18,"2024-10-19T13:42:07",19,10,2024,1,57,1,"57_1","PO","GPORPO","NR",NA,NA,1
"iNat375",42.078002,-78.883364,"New York",27692,"2024-09-14T16:31:37",14,9,2024,1,58,1,"58_1","PO","GPORPO","NR",NA,NA,1
"iNat632",42.991781,-76.012325,"New York",NA,"2024-05-19T22:47:57",19,5,2024,1,59,1,"59_1","PO","GPORPO","NR",NA,NA,1
"iNat634",42.991836,-76.01265,"New York",NA,"2024-05-19T22:26:10",19,5,2024,1,60,1,"60_1","PO","GPORPO","NR",NA,NA,1
"iNat637",42.991936,-76.012047,"New York",NA,"2024-05-19T22:52:45",19,5,2024,1,61,1,"61_1","PO","GPORPO","NR",NA,NA,1
"iNat631",42.991725,-76.012856,"New York",NA,"2024-05-19T22:21:47",19,5,2024,1,62,1,"62_1","PO","GPORPO","NR",NA,NA,1
"iNat592",42.782514,-76.033269,"New York",NA,"2023-07-29T23:39:35",29,7,2023,1,63,1,"63_1","PO","GPORPO","NR",NA,NA,1
"iNat573",42.779692,-76.036286,"New York",NA,"2023-07-07T22:31:49",7,7,2023,1,64,1,"64_1","PO","GPORPO","NR",NA,NA,1
"iNat570",42.779633,-76.036214,"New York",NA,"2023-04-23T11:45:37",23,4,2023,1,65,1,"65_1","PO","GPORPO","NR",NA,NA,1
"iNat571",42.779673,-76.035973,"New York",NA,"2023-04-23T11:40:41",23,4,2023,1,66,1,"66_1","PO","GPORPO","NR",NA,NA,1
"iNat628",42.991572,-76.012744,"New York",NA,"2023-05-10T21:29:38",10,5,2023,1,67,1,"67_1","PO","GPORPO","NR",NA,NA,1
"iNat574",42.779825,-76.035326,"New York",13,"2023-05-07T20:49:32",7,5,2023,1,68,1,"68_1","PO","GPORPO","NR",NA,NA,1
"iNat633",42.991825,-76.012867,"New York",NA,"2023-05-19T21:08:22",19,5,2023,1,69,1,"69_1","PO","GPORPO","NR",NA,NA,1
"iNat638",42.991961,-76.011989,"New York",NA,"2023-05-10T21:22:43",10,5,2023,1,70,1,"70_1","PO","GPORPO","NR",NA,NA,1
"iNat575",42.779862,-76.035158,"New York",25,"2023-05-07T20:53:57",7,5,2023,1,71,1,"71_1","PO","GPORPO","NR",NA,NA,1
"iNat629",42.991614,-76.012967,"New York",NA,"2023-05-19T20:50:39",19,5,2023,1,72,1,"72_1","PO","GPORPO","NR",NA,NA,1
"iNat569",42.779581,-76.036433,"New York",NA,"2023-05-11T16:55:24",11,5,2023,1,73,1,"73_1","PO","GPORPO","NR",NA,NA,1
"iNat586",42.780556,-76.034375,"New York",NA,"2023-07-18T23:21:16",18,7,2023,1,74,1,"74_1","PO","GPORPO","NR",NA,NA,1
"iNat630",42.991672,-76.012672,"New York",NA,"2023-05-19T20:36:07",19,5,2023,1,75,1,"75_1","PO","GPORPO","NR",NA,NA,1
"iNat636",42.991853,-76.012744,"New York",NA,"2023-05-19T21:12:55",19,5,2023,1,76,1,"76_1","PO","GPORPO","NR",NA,NA,1
"iNat576",42.779911,-76.035872,"New York",NA,"2023-07-07T22:33:22",7,7,2023,1,77,1,"77_1","PO","GPORPO","NR",NA,NA,1
"iNat580",42.779989,-76.034964,"New York",NA,"2023-07-07T22:49:34",7,7,2023,1,78,1,"78_1","PO","GPORPO","NR",NA,NA,1
"iNat639",42.991983,-76.013261,"New York",31,"2023-06-26T22:17",26,6,2023,1,79,1,"79_1","PO","GPORPO","NR",NA,NA,1
"iNat635",42.991847,-76.011875,"New York",NA,"2023-05-10T21:21:06",10,5,2023,1,80,1,"80_1","PO","GPORPO","NR",NA,NA,1
"iNat578",42.779947,-76.036333,"New York",NA,"2023-07-18T22:48:24",18,7,2023,1,81,1,"81_1","PO","GPORPO","NR",NA,NA,1
"iNat581",42.780019,-76.034881,"New York",NA,"2023-06-04T18:49:31",4,6,2023,1,82,1,"82_1","PO","GPORPO","NR",NA,NA,1
"iNat640",42.992109,-76.013154,"New York",31,"2023-06-26T22:16",26,6,2023,1,83,1,"83_1","PO","GPORPO","NR",NA,NA,1
"iNat623",42.988302,-76.097988,"New York",27568,"2023-05-10T20:50:18",10,5,2023,1,84,1,"84_1","PO","GPORPO","NR",NA,NA,1
"iNat642",42.995308,-75.970978,"New York",NA,"2023-07-29T16:48:35",29,7,2023,1,85,1,"85_1","PO","GPORPO","NR",NA,NA,1
"iNat572",42.779688,-76.035378,"New York",35,"2024-09-24T16:04:05",24,9,2024,1,86,1,"86_1","PO","GPORPO","NR",NA,NA,1
"iNat556",42.77225,-76.087291,"New York",410,"2024-10-06T13:01:56",6,10,2024,1,87,1,"87_1","PO","GPORPO","NR",NA,NA,1
"iNat410",42.218662,-74.131119,"New York",4,"2024-06-11T16:45:41",11,6,2024,1,88,1,"88_1","PO","GPORPO","NR",NA,NA,1
"iNat582",42.780053,-76.034889,"New York",3,"2024-09-25T14:33:47",25,9,2024,1,89,1,"89_1","PO","GPORPO","NR",NA,NA,1
"iNat550",42.757539,-76.096766,"New York",339,"2024-10-06T11:08",6,10,2024,1,90,1,"90_1","PO","GPORPO","NR",NA,NA,1
"iNat286",40.578309,-80.183779,"Pennsylvania",351,"2024-11-16T19:22:39",16,11,2024,1,91,1,"91_1","PO","GPORPO","NR",NA,NA,1
"iNat499",42.460572,-76.311478,"New York",NA,"2017-04-30T16:45:03",30,4,2017,1,92,1,"92_1","PO","GPORPO","NR",NA,NA,1
"iNat503",42.460853,-76.311538,"New York",NA,"2017-04-30T17:01:14",30,4,2017,1,93,1,"93_1","PO","GPORPO","NR",NA,NA,1
"iNat435",42.300897,-76.341737,"New York",27661,"2024-11-10T14:13:24",10,11,2024,1,94,1,"94_1","PO","GPORPO","NR",NA,NA,1
"iNat442",42.320346,-76.282439,"New York",27661,"2024-11-10T13:56:45",10,11,2024,1,95,1,"95_1","PO","GPORPO","NR",NA,NA,1
"iNat735",44.695189,-69.198944,"Maine",27285,"2024-06-04T13:29:43",4,6,2024,1,96,1,"96_1","PO","GPORPO","NR",NA,NA,1
"iNat440",42.314635,-76.315119,"New York",27661,"2024-11-10T13:41:48",10,11,2024,1,97,1,"97_1","PO","GPORPO","NR",NA,NA,1
"iNat425",42.27816,-76.254054,"New York",27661,"2024-11-02T10:50:33",2,11,2024,1,98,1,"98_1","PO","GPORPO","NR",NA,NA,1
"iNat406",42.202727,-76.387651,"New York",27661,"2024-11-02T10:49:39",2,11,2024,1,99,1,"99_1","PO","GPORPO","NR",NA,NA,1
"iNat146",38.536216,-78.310942,"Virginia",28240,"2024-11-02T16:37:23",2,11,2024,1,100,1,"100_1","PO","GPORPO","NR",NA,NA,1
"iNat416",42.252696,-76.257752,"New York",27661,"2024-11-02T10:50:16",2,11,2024,1,101,1,"101_1","PO","GPORPO","NR",NA,NA,1
"iNat427",42.280382,-76.219977,"New York",27661,"2024-11-02T10:42:09",2,11,2024,1,102,1,"102_1","PO","GPORPO","NR",NA,NA,1
"iNat369",42.029767,-78.871391,"New York",27692,"2024-10-21T14:22:49",21,10,2024,1,103,1,"103_1","PO","GPORPO","NR",NA,NA,1
"iNat210",39.456443,-79.355493,"Maryland",6793,"2024-04-02T22:31:18",2,4,2024,1,104,1,"104_1","PO","GPORPO","NR",NA,NA,1
"iNat257",40.146253,-79.26825,"Pennsylvania",4,"2024-09-27T22:22",27,9,2024,1,105,1,"105_1","PO","GPORPO","NR",NA,NA,1
"iNat254",40.146156,-79.268172,"Pennsylvania",4,"2024-09-27T22:19:48",27,9,2024,1,106,1,"106_1","PO","GPORPO","NR",NA,NA,1
"iNat284",40.546312,-78.902203,"Pennsylvania",2353,"2024-03-15T00:26",15,3,2024,1,107,1,"107_1","PO","GPORPO","NR",NA,NA,1
"iNat222",39.488139,-79.361656,"Maryland",28090,"2024-09-21T21:03:34",21,9,2024,1,108,1,"108_1","PO","GPORPO","NR",NA,NA,1
"iNat438",42.310349,-78.463056,"New York",27661,"2024-09-14T12:42:46",14,9,2024,1,109,1,"109_1","PO","GPORPO","NR",NA,NA,1
"iNat1",33.649302,-85.752296,"Alabama",28930,"2017-02-21T20:05",21,2,2017,1,110,1,"110_1","PO","GPORPO","NR",NA,NA,1
"iNat432",42.287279,-76.249742,"New York",27661,"2023-10-22T14:04:28",22,10,2023,1,111,1,"111_1","PO","GPORPO","NR",NA,NA,1
"iNat528",42.623905,-73.014951,"Massachusetts",27599,"2024-08-28T11:18",28,8,2024,1,112,1,"112_1","PO","GPORPO","NR",NA,NA,1
"iNat419",42.256057,-76.326269,"New York",27661,"2023-10-22T13:54:55",22,10,2023,1,113,1,"113_1","PO","GPORPO","NR",NA,NA,1
"iNat129",38.429929,-78.32654,"Virginia",28240,"2024-08-18T10:55:12",18,8,2024,1,114,1,"114_1","PO","GPORPO","NR",NA,NA,1
"iNat189",39.385161,-79.260265,"Maryland",28121,"2024-08-11T09:40:42",11,8,2024,1,115,1,"115_1","PO","GPORPO","NR",NA,NA,1
"iNat184",39.189061,-79.45263,"West Virginia",28151,"2024-08-09T23:42:23",9,8,2024,1,116,1,"116_1","PO","GPORPO","NR",NA,NA,1
"iNat475",42.368131,-75.580416,"New York",22,"2024-08-10T17:50",10,8,2024,1,117,1,"117_1","PO","GPORPO","NR",NA,NA,1
"iNat160",38.84146,-79.2195,"West Virginia",28181,"2024-08-04T22:21:47",4,8,2024,1,118,1,"118_1","PO","GPORPO","NR",NA,NA,1
"iNat298",40.858509,-76.291779,"Pennsylvania",27877,"2024-07-30T11:08:06",30,7,2024,1,119,1,"119_1","PO","GPORPO","NR",NA,NA,1
"iNat179",39.107128,-79.499302,"West Virginia",NA,"2024-06-21T12:55",21,6,2024,1,120,1,"120_1","PO","GPORPO","NR",NA,NA,1
"iNat233",39.542302,-79.382088,"Maryland",28090,"2024-07-01T13:30:12",1,7,2024,1,121,1,"121_1","PO","GPORPO","NR",NA,NA,1
"iNat731",44.567298,-72.633771,"Vermont",27317,"2024-06-28T21:48",28,6,2024,1,122,1,"122_1","PO","GPORPO","NR",NA,NA,1
"iNat232",39.539004,-79.287067,"Maryland",28090,"2024-07-01T13:51:39",1,7,2024,1,123,1,"123_1","PO","GPORPO","NR",NA,NA,1
"iNat725",44.533662,-72.719805,"Vermont",27317,"2024-06-28T22:02",28,6,2024,1,124,1,"124_1","PO","GPORPO","NR",NA,NA,1
"iNat402",42.185591,-78.674076,"New York",27692,"2024-06-15T13:26:01",15,6,2024,1,125,1,"125_1","PO","GPORPO","NR",NA,NA,1
"iNat321",41.577737,-76.712808,"Pennsylvania",27785,"2024-06-15T09:53:34",15,6,2024,1,126,1,"126_1","PO","GPORPO","NR",NA,NA,1
"iNat737",44.726403,-69.123614,"Maine",27285,"2024-06-04T13:27:37",4,6,2024,1,127,1,"127_1","PO","GPORPO","NR",NA,NA,1
"iNat218",39.482593,-82.499269,"Ohio",28090,"2022-11-05T17:04:06",5,11,2022,1,128,1,"128_1","PO","GPORPO","NR",NA,NA,1
"iNat401",42.177338,-75.442572,"New York",7,"2024-05-14T11:34:38",14,5,2024,1,129,1,"129_1","PO","GPORPO","NR",NA,NA,1
"iNat175",39.068947,-79.464049,"West Virginia",28151,"2024-05-18T23:37:53",18,5,2024,1,130,1,"130_1","PO","GPORPO","NR",NA,NA,1
"iNat169",39.016601,-79.578356,"West Virginia",28151,"2024-05-18T23:35:47",18,5,2024,1,131,1,"131_1","PO","GPORPO","NR",NA,NA,1
"iNat172",39.025571,-79.574758,"West Virginia",28151,"2024-05-18T23:23:52",18,5,2024,1,132,1,"132_1","PO","GPORPO","NR",NA,NA,1
"iNat183",39.135967,-79.454761,"West Virginia",28151,"2024-05-06T22:47:32",6,5,2024,1,133,1,"133_1","PO","GPORPO","NR",NA,NA,1
"iNat549",42.754795,-76.101464,"New York",18,"2024-05-01T13:24:05",1,5,2024,1,134,1,"134_1","PO","GPORPO","NR",NA,NA,1
"iNat177",39.098462,-79.511482,"West Virginia",28151,"2024-05-06T21:55:56",6,5,2024,1,135,1,"135_1","PO","GPORPO","NR",NA,NA,1
"iNat190",39.388997,-79.479963,"Maryland",20,"2024-05-03T20:55:32",3,5,2024,1,136,1,"136_1","PO","GPORPO","NR",NA,NA,1
"iNat171",39.024916,-79.507475,"West Virginia",28151,"2024-05-06T22:58:43",6,5,2024,1,137,1,"137_1","PO","GPORPO","NR",NA,NA,1
"iNat176",39.09077,-79.57143,"West Virginia",28151,"2024-05-06T23:03:30",6,5,2024,1,138,1,"138_1","PO","GPORPO","NR",NA,NA,1
"iNat250",39.753664,-78.986712,"Maryland",28060,"2024-04-24T11:57:38",24,4,2024,1,139,1,"139_1","PO","GPORPO","NR",NA,NA,1
