"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","pass.id","species","age","individual.id","time.to.detect","count","date","survey.pass"
471,39.645834,-79.03125,16,2,2014,1,459,"PO",1,"DMON","adult",NA,NA,1,"2/16/2014","459_1"
470,39.645834,-79.09375,22,4,2012,1,460,"PO",1,"DMON","adult",NA,NA,1,"4/22/2012","460_1"
379,39.5625,-79.09375,16,2,2014,1,461,"PO",1,"DMON","adult",NA,NA,1,"2/16/2014","461_1"
379,39.5625,-79.09375,16,2,2014,1,462,"PO",1,"DMON","adult",NA,NA,1,"2/16/2014","462_1"
379,39.5625,-79.09375,9,1,2013,1,463,"PO",1,"DMON","adult",NA,NA,1,"1/9/2013","463_1"
425,39.604166,-79.03125,25,12,2013,1,464,"PO",1,"DMON","adult",NA,NA,1,"12/25/2013","464_1"
424,39.604166,-79.09375,9,1,2013,1,465,"PO",1,"DMON","adult",NA,NA,1,"1/9/2013","465_1"
424,39.604166,-79.09375,16,2,2014,1,466,"PO",1,"DMON","adult",NA,NA,1,"2/16/2014","466_1"
424,39.604166,-79.09375,4,2,2015,1,467,"PO",1,"DMON","adult",NA,NA,1,"2/4/2015","467_1"
424,39.604166,-79.09375,15,12,2015,1,468,"PO",1,"DMON","adult",NA,NA,1,"12/15/2015","468_1"
338,39.520834,-79.03125,7,6,2015,1,469,"PO",1,"DMON","adult",NA,NA,1,"6/7/2015","469_1"
337,39.520834,-79.09375,7,6,2015,1,470,"PO",1,"DMON","adult",NA,NA,1,"6/7/2015","470_1"
378,39.5625,-79.15625,27,4,2012,1,471,"PO",1,"DMON","adult",NA,NA,1,"4/27/2012","471_1"
378,39.5625,-79.15625,25,5,2012,1,472,"PO",1,"DMON","adult",NA,NA,1,"5/25/2012","472_1"
378,39.5625,-79.15625,9,1,2013,1,473,"PO",1,"DMON","adult",NA,NA,1,"1/9/2013","473_1"
377,39.5625,-79.21875,24,4,2012,1,474,"PO",1,"DMON","adult",NA,NA,1,"4/24/2012","474_1"
423,39.604166,-79.15625,26,4,2012,1,475,"PO",1,"DMON","adult",NA,NA,1,"4/26/2012","475_1"
423,39.604166,-79.15625,13,1,2013,1,476,"PO",1,"DMON","adult",NA,NA,1,"1/13/2013","476_1"
336,39.520834,-79.15625,31,5,2012,1,477,"PO",1,"DMON","adult",NA,NA,1,"5/31/2012","477_1"
336,39.520834,-79.15625,29,6,2012,1,478,"PO",1,"DMON","adult",NA,NA,1,"6/29/2012","478_1"
336,39.520834,-79.15625,30,4,2015,1,479,"PO",1,"DMON","adult",NA,NA,1,"4/30/2015","479_1"
336,39.520834,-79.15625,23,12,2012,1,480,"PO",1,"DMON","adult",NA,NA,1,"12/23/2012","480_1"
335,39.520834,-79.21875,28,4,2012,1,481,"PO",1,"DMON","adult",NA,NA,1,"4/28/2012","481_1"
426,39.604166,-78.84375,26,5,2014,1,482,"PO",1,"DMON","adult",NA,NA,1,"5/26/2014","482_1"
129,39.1875,-79.46875,21,9,2014,1,483,"PO",1,"DMON","adult",NA,NA,1,"9/21/2014","483_1"
143,39.229166,-79.40625,25,12,2013,1,484,"PO",1,"DMON","adult",NA,NA,1,"12/25/2013","484_1"
235,39.395834,-79.28125,17,1,2012,1,485,"PO",1,"DMON","adult",NA,NA,1,"1/17/2012","485_1"
515,39.6875,-79.40625,22,2,2014,1,486,"PO",1,"DMON","adult",NA,NA,1,"2/22/2014","486_1"
515,39.6875,-79.40625,22,2,2014,1,487,"PO",1,"DMON","adult",NA,NA,1,"2/22/2014","487_1"
514,39.6875,-79.46875,15,12,2015,1,488,"PO",1,"DMON","adult",NA,NA,1,"12/15/2015","488_1"
571,39.729166,-79.40625,10,5,2015,1,489,"PO",1,"DMON","adult",NA,NA,1,"5/10/2015","489_1"
465,39.645834,-79.40625,13,1,2013,1,490,"PO",1,"DMON","adult",NA,NA,1,"1/13/2013","490_1"
464,39.645834,-79.46875,15,12,2015,1,491,"PO",1,"DMON","adult",NA,NA,1,"12/15/2015","491_1"
181,39.3125,-79.28125,22,5,2014,1,492,"PO",1,"DMON","adult",NA,NA,1,"5/22/2014","492_1"
181,39.3125,-79.28125,30,6,2014,1,493,"PO",1,"DMON","adult",NA,NA,1,"6/30/2014","493_1"
207,39.354166,-79.28125,30,6,2014,1,494,"PO",1,"DMON","adult",NA,NA,1,"6/30/2014","494_1"
207,39.354166,-79.28125,17,1,2012,1,495,"PO",1,"DMON","adult",NA,NA,1,"1/17/2012","495_1"
162,39.270834,-79.34375,21,4,2015,1,496,"PO",1,"DMON","adult",NA,NA,1,"4/21/2015","496_1"
469,39.645834,-79.15625,13,1,2013,1,497,"PO",1,"DMON","adult",NA,NA,1,"1/13/2013","497_1"
468,39.645834,-79.21875,9,6,2015,1,498,"PO",1,"DMON","adult",NA,NA,1,"6/9/2015","498_1"
266,39.4375,-79.15625,12,5,2012,1,499,"PO",1,"DMON","adult",NA,NA,1,"5/12/2012","499_1"
236,39.395834,-79.21875,24,2,2014,1,500,"PO",1,"DMON","adult",NA,NA,1,"2/24/2014","500_1"
236,39.395834,-79.21875,13,2,2015,1,501,"PO",1,"DMON","adult",NA,NA,1,"2/13/2015","501_1"
236,39.395834,-79.21875,13,2,2015,1,502,"PO",1,"DMON","adult",NA,NA,1,"2/13/2015","502_1"
382,39.5625,-78.90625,28,2,2014,1,503,"PO",1,"DMON","adult",NA,NA,1,"2/28/2014","503_1"
382,39.5625,-78.90625,13,2,2015,1,504,"PO",1,"DMON","adult",NA,NA,1,"2/13/2015","504_1"
381,39.5625,-78.96875,30,6,2014,1,505,"PO",1,"DMON","adult",NA,NA,1,"6/30/2014","505_1"
340,39.520834,-78.90625,26,5,2014,1,506,"PO",1,"DMON","adult",NA,NA,1,"5/26/2014","506_1"
421,39.604166,-79.28125,15,12,2015,1,507,"PO",1,"DMON","adult",NA,NA,1,"12/15/2015","507_1"
208,39.354166,-79.21875,25,12,2013,1,508,"PO",1,"DMON","adult",NA,NA,1,"12/25/2013","508_1"
261,39.4375,-79.46875,9,4,2012,1,509,"PO",1,"DMON","adult",NA,NA,1,"4/9/2012","509_1"
298,39.479166,-79.40625,6,4,2012,1,510,"PO",1,"DMON","adult",NA,NA,1,"4/6/2012","510_1"
373,39.5625,-79.46875,10,5,2015,1,511,"PO",1,"DMON","adult",NA,NA,1,"5/10/2015","511_1"
205,39.354166,-79.40625,3,5,2015,1,512,"PO",1,"DMON","adult",NA,NA,1,"5/3/2015","512_1"
267,39.4375,-79.09375,7,6,2015,1,513,"PO",1,"DMON","adult",NA,NA,1,"6/7/2015","513_1"
414,39.5625,-76.15625,22,5,2014,1,514,"PO",1,"EBIS","adult",NA,NA,1,"5/22/2014","514_1"
413,39.5625,-76.21875,24,5,2014,1,515,"PO",1,"EBIS","adult",NA,NA,1,"5/24/2014","515_1"
459,39.604166,-76.15625,22,11,2011,1,516,"PO",1,"EBIS","adult",NA,NA,1,"11/22/2011","516_1"
458,39.604166,-76.21875,23,8,2014,1,517,"PO",1,"EBIS","adult",NA,NA,1,"8/23/2014","517_1"
458,39.604166,-76.21875,2,5,2012,1,518,"PO",1,"EBIS","larva",NA,NA,1,"5/2/2012","518_1"
458,39.604166,-76.21875,15,2,2014,1,519,"PO",1,"EBIS","adult",NA,NA,1,"2/15/2014","519_1"
371,39.520834,-76.15625,24,5,2014,1,520,"PO",1,"EBIS","adult",NA,NA,1,"5/24/2014","520_1"
370,39.520834,-76.21875,5,6,2014,1,521,"PO",1,"EBIS","adult",NA,NA,1,"6/5/2014","521_1"
517,39.6875,-79.28125,6,6,2014,1,522,"PO",1,"EBIS","adult",NA,NA,1,"6/6/2014","522_1"
516,39.6875,-79.34375,10,5,2015,1,523,"PO",1,"EBIS","adult",NA,NA,1,"5/10/2015","523_1"
573,39.729166,-79.28125,10,5,2015,1,524,"PO",1,"EBIS","adult",NA,NA,1,"5/10/2015","524_1"
572,39.729166,-79.34375,22,6,2013,1,525,"PO",1,"EBIS","adult",NA,NA,1,"6/22/2013","525_1"
467,39.645834,-79.28125,15,2,2014,1,526,"PO",1,"EBIS","adult",NA,NA,1,"2/15/2014","526_1"
467,39.645834,-79.28125,15,2,2014,1,527,"PO",1,"EBIS","adult",NA,NA,1,"2/15/2014","527_1"
467,39.645834,-79.28125,15,2,2014,1,528,"PO",1,"EBIS","larva",NA,NA,1,"2/15/2014","528_1"
466,39.645834,-79.34375,10,5,2015,1,529,"PO",1,"EBIS","larva",NA,NA,1,"5/10/2015","529_1"
59,38.8125,-76.96875,8,4,2014,1,530,"PO",1,"EBIS","adult",NA,NA,1,"4/8/2014","530_1"
59,38.8125,-76.96875,8,4,2014,1,531,"PO",1,"EBIS","adult",NA,NA,1,"4/8/2014","531_1"
59,38.8125,-76.96875,7,4,2014,1,532,"PO",1,"EBIS","adult",NA,NA,1,"4/7/2014","532_1"
63,38.854166,-76.90625,2,7,2012,1,533,"PO",1,"EBIS","adult",NA,NA,1,"7/2/2012","533_1"
528,39.6875,-78.40625,27,4,2014,1,534,"PO",1,"EBIS","adult",NA,NA,1,"4/27/2014","534_1"
528,39.6875,-78.40625,2,5,2012,1,535,"PO",1,"EBIS","adult",NA,NA,1,"5/2/2012","535_1"
527,39.6875,-78.46875,12,4,2014,1,536,"PO",1,"EBIS","adult",NA,NA,1,"4/12/2014","536_1"
527,39.6875,-78.46875,4,1,2012,1,537,"PO",1,"EBIS","adult",NA,NA,1,"1/4/2012","537_1"
527,39.6875,-78.46875,16,2,2014,1,538,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","538_1"
527,39.6875,-78.46875,16,2,2014,1,539,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","539_1"
585,39.729166,-78.40625,26,10,2014,1,540,"PO",1,"EBIS","adult",NA,NA,1,"10/26/2014","540_1"
584,39.729166,-78.46875,12,4,2014,1,541,"PO",1,"EBIS","adult",NA,NA,1,"4/12/2014","541_1"
584,39.729166,-78.46875,4,1,2012,1,542,"PO",1,"EBIS","adult",NA,NA,1,"1/4/2012","542_1"
477,39.645834,-78.40625,27,4,2014,1,543,"PO",1,"EBIS","adult",NA,NA,1,"4/27/2014","543_1"
477,39.645834,-78.40625,4,1,2012,1,544,"PO",1,"EBIS","adult",NA,NA,1,"1/4/2012","544_1"
477,39.645834,-78.40625,2,5,2012,1,545,"PO",1,"EBIS","adult",NA,NA,1,"5/2/2012","545_1"
476,39.645834,-78.46875,29,4,2013,1,546,"PO",1,"EBIS","adult",NA,NA,1,"4/29/2013","546_1"
476,39.645834,-78.46875,23,12,2012,1,547,"PO",1,"EBIS","adult",NA,NA,1,"12/23/2012","547_1"
521,39.6875,-79.03125,4,1,2012,1,548,"PO",1,"EBIS","adult",NA,NA,1,"1/4/2012","548_1"
520,39.6875,-79.09375,16,2,2014,1,549,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","549_1"
520,39.6875,-79.09375,16,2,2014,1,550,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","550_1"
577,39.729166,-79.03125,16,2,2014,1,551,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","551_1"
577,39.729166,-79.03125,16,2,2014,1,552,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","552_1"
577,39.729166,-79.03125,16,2,2014,1,553,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","553_1"
577,39.729166,-79.03125,16,2,2014,1,554,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","554_1"
471,39.645834,-79.03125,9,1,2012,1,555,"PO",1,"EBIS","adult",NA,NA,1,"1/9/2012","555_1"
471,39.645834,-79.03125,9,1,2013,1,556,"PO",1,"EBIS","adult",NA,NA,1,"1/9/2013","556_1"
471,39.645834,-79.03125,16,2,2014,1,557,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","557_1"
471,39.645834,-79.03125,16,2,2014,1,558,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","558_1"
471,39.645834,-79.03125,16,2,2014,1,559,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","559_1"
470,39.645834,-79.09375,22,4,2012,1,560,"PO",1,"EBIS","adult",NA,NA,1,"4/22/2012","560_1"
200,39.3125,-76.59375,11,8,2014,1,561,"PO",1,"EBIS","adult",NA,NA,1,"8/11/2014","561_1"
227,39.354166,-76.53125,28,9,2013,1,562,"PO",1,"EBIS","larva",NA,NA,1,"9/28/2013","562_1"
199,39.3125,-76.65625,16,9,2012,1,563,"PO",1,"EBIS","adult",NA,NA,1,"9/16/2012","563_1"
198,39.3125,-76.71875,28,2,2012,1,564,"PO",1,"EBIS","adult",NA,NA,1,"2/28/2012","564_1"
226,39.354166,-76.65625,15,8,2014,1,565,"PO",1,"EBIS","adult",NA,NA,1,"8/15/2014","565_1"
225,39.354166,-76.71875,23,9,2014,1,566,"PO",1,"EBIS","adult",NA,NA,1,"9/23/2014","566_1"
176,39.270834,-76.71875,13,7,2013,1,567,"PO",1,"EBIS","adult",NA,NA,1,"7/13/2013","567_1"
380,39.5625,-79.03125,3,10,2015,1,568,"PO",1,"EBIS","adult",NA,NA,1,"10/3/2015","568_1"
379,39.5625,-79.09375,16,2,2014,1,569,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","569_1"
379,39.5625,-79.09375,9,1,2013,1,570,"PO",1,"EBIS","adult",NA,NA,1,"1/9/2013","570_1"
379,39.5625,-79.09375,16,2,2014,1,571,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","571_1"
379,39.5625,-79.09375,16,2,2014,1,572,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","572_1"
379,39.5625,-79.09375,16,2,2014,1,573,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","573_1"
425,39.604166,-79.03125,7,6,2015,1,574,"PO",1,"EBIS","adult",NA,NA,1,"6/7/2015","574_1"
425,39.604166,-79.03125,29,4,2012,1,575,"PO",1,"EBIS","adult",NA,NA,1,"4/29/2012","575_1"
425,39.604166,-79.03125,25,12,2013,1,576,"PO",1,"EBIS","adult",NA,NA,1,"12/25/2013","576_1"
424,39.604166,-79.09375,16,2,2014,1,577,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","577_1"
424,39.604166,-79.09375,9,1,2013,1,578,"PO",1,"EBIS","adult",NA,NA,1,"1/9/2013","578_1"
424,39.604166,-79.09375,16,2,2014,1,579,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","579_1"
424,39.604166,-79.09375,16,2,2014,1,580,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","580_1"
424,39.604166,-79.09375,16,2,2014,1,581,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","581_1"
567,39.6875,-75.90625,19,6,2013,1,582,"PO",1,"EBIS","adult",NA,NA,1,"6/19/2013","582_1"
566,39.6875,-75.96875,23,4,2013,1,583,"PO",1,"EBIS","adult",NA,NA,1,"4/23/2013","583_1"
620,39.729166,-75.96875,21,4,2013,1,584,"PO",1,"EBIS","adult",NA,NA,1,"4/21/2013","584_1"
512,39.645834,-75.90625,21,12,2011,1,585,"PO",1,"EBIS","adult",NA,NA,1,"12/21/2011","585_1"
511,39.645834,-75.96875,10,4,2013,1,586,"PO",1,"EBIS","adult",NA,NA,1,"4/10/2013","586_1"
511,39.645834,-75.96875,15,6,2013,1,587,"PO",1,"EBIS","adult",NA,NA,1,"6/15/2013","587_1"
412,39.5625,-76.28125,30,6,2014,1,588,"PO",1,"EBIS","adult",NA,NA,1,"6/30/2014","588_1"
412,39.5625,-76.28125,2,5,2012,1,589,"PO",1,"EBIS","adult",NA,NA,1,"5/2/2012","589_1"
411,39.5625,-76.34375,5,6,2014,1,590,"PO",1,"EBIS","adult",NA,NA,1,"6/5/2014","590_1"
457,39.604166,-76.28125,6,12,2013,1,591,"PO",1,"EBIS","adult",NA,NA,1,"12/6/2013","591_1"
457,39.604166,-76.28125,2,5,2012,1,592,"PO",1,"EBIS","adult",NA,NA,1,"5/2/2012","592_1"
456,39.604166,-76.34375,19,5,2014,1,593,"PO",1,"EBIS","adult",NA,NA,1,"5/19/2014","593_1"
456,39.604166,-76.34375,2,5,2012,1,594,"PO",1,"EBIS","larva",NA,NA,1,"5/2/2012","594_1"
369,39.520834,-76.28125,5,6,2014,1,595,"PO",1,"EBIS","adult",NA,NA,1,"6/5/2014","595_1"
368,39.520834,-76.34375,5,6,2014,1,596,"PO",1,"EBIS","adult",NA,NA,1,"6/5/2014","596_1"
530,39.6875,-78.28125,12,5,2014,1,597,"PO",1,"EBIS","adult",NA,NA,1,"5/12/2014","597_1"
529,39.6875,-78.34375,16,3,2014,1,598,"PO",1,"EBIS","adult",NA,NA,1,"3/16/2014","598_1"
529,39.6875,-78.34375,29,4,2014,1,599,"PO",1,"EBIS","adult",NA,NA,1,"4/29/2014","599_1"
529,39.6875,-78.34375,2,5,2012,1,600,"PO",1,"EBIS","adult",NA,NA,1,"5/2/2012","600_1"
587,39.729166,-78.28125,10,8,2014,1,601,"PO",1,"EBIS","adult",NA,NA,1,"8/10/2014","601_1"
586,39.729166,-78.34375,14,5,2012,1,602,"PO",1,"EBIS","adult",NA,NA,1,"5/14/2012","602_1"
479,39.645834,-78.28125,1,11,2013,1,603,"PO",1,"EBIS","adult",NA,NA,1,"11/1/2013","603_1"
478,39.645834,-78.34375,14,5,2012,1,604,"PO",1,"EBIS","adult",NA,NA,1,"5/14/2012","604_1"
478,39.645834,-78.34375,2,5,2012,1,605,"PO",1,"EBIS","larva",NA,NA,1,"5/2/2012","605_1"
96,39.0625,-76.96875,21,10,2014,1,606,"PO",1,"EBIS","adult",NA,NA,1,"10/21/2014","606_1"
112,39.104166,-76.90625,3,4,2014,1,607,"PO",1,"EBIS","adult",NA,NA,1,"4/3/2014","607_1"
111,39.104166,-76.96875,20,1,2012,1,608,"PO",1,"EBIS","adult",NA,NA,1,"1/20/2012","608_1"
111,39.104166,-76.96875,31,1,2012,1,609,"PO",1,"EBIS","adult",NA,NA,1,"1/31/2012","609_1"
88,39.020834,-76.96875,4,12,2014,1,610,"PO",1,"EBIS","adult",NA,NA,1,"12/4/2014","610_1"
202,39.3125,-76.03125,14,10,2014,1,611,"PO",1,"EBIS","adult",NA,NA,1,"10/14/2014","611_1"
201,39.3125,-76.09375,7,11,2011,1,612,"PO",1,"EBIS","adult",NA,NA,1,"11/7/2011","612_1"
177,39.270834,-76.03125,22,11,2011,1,613,"PO",1,"EBIS","adult",NA,NA,1,"11/22/2011","613_1"
432,39.604166,-78.03125,12,3,2014,1,614,"PO",1,"EBIS","adult",NA,NA,1,"3/12/2014","614_1"
378,39.5625,-79.15625,27,4,2012,1,615,"PO",1,"EBIS","adult",NA,NA,1,"4/27/2012","615_1"
378,39.5625,-79.15625,9,1,2013,1,616,"PO",1,"EBIS","adult",NA,NA,1,"1/9/2013","616_1"
423,39.604166,-79.15625,26,4,2012,1,617,"PO",1,"EBIS","adult",NA,NA,1,"4/26/2012","617_1"
423,39.604166,-79.15625,13,1,2013,1,618,"PO",1,"EBIS","adult",NA,NA,1,"1/13/2013","618_1"
422,39.604166,-79.21875,28,4,2012,1,619,"PO",1,"EBIS","adult",NA,NA,1,"4/28/2012","619_1"
336,39.520834,-79.15625,30,4,2015,1,620,"PO",1,"EBIS","adult",NA,NA,1,"4/30/2015","620_1"
336,39.520834,-79.15625,23,12,2012,1,621,"PO",1,"EBIS","adult",NA,NA,1,"12/23/2012","621_1"
336,39.520834,-79.15625,16,2,2014,1,622,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","622_1"
335,39.520834,-79.21875,28,4,2012,1,623,"PO",1,"EBIS","juvenile",NA,NA,1,"4/28/2012","623_1"
335,39.520834,-79.21875,16,2,2014,1,624,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","624_1"
335,39.520834,-79.21875,16,2,2014,1,625,"PO",1,"EBIS","adult",NA,NA,1,"2/16/2014","625_1"
335,39.520834,-79.21875,16,2,2014,1,626,"PO",1,"EBIS","larva",NA,NA,1,"2/16/2014","626_1"
544,39.6875,-77.40625,20,7,2013,1,627,"PO",1,"EBIS","adult",NA,NA,1,"7/20/2013","627_1"
544,39.6875,-77.40625,28,10,2013,1,628,"PO",1,"EBIS","adult",NA,NA,1,"10/28/2013","628_1"
543,39.6875,-77.46875,10,11,2012,1,629,"PO",1,"EBIS","adult",NA,NA,1,"11/10/2012","629_1"
543,39.6875,-77.46875,28,10,2013,1,630,"PO",1,"EBIS","adult",NA,NA,1,"10/28/2013","630_1"
598,39.729166,-77.40625,28,10,2013,1,631,"PO",1,"EBIS","adult",NA,NA,1,"10/28/2013","631_1"
598,39.729166,-77.40625,17,8,2011,1,632,"PO",1,"EBIS","adult",NA,NA,1,"8/17/2011","632_1"
597,39.729166,-77.46875,12,11,2011,1,633,"PO",1,"EBIS","adult",NA,NA,1,"11/12/2011","633_1"
489,39.645834,-77.40625,17,7,2012,1,634,"PO",1,"EBIS","adult",NA,NA,1,"7/17/2012","634_1"
489,39.645834,-77.40625,28,10,2013,1,635,"PO",1,"EBIS","adult",NA,NA,1,"10/28/2013","635_1"
489,39.645834,-77.40625,13,4,2014,1,636,"PO",1,"EBIS","adult",NA,NA,1,"4/13/2014","636_1"
488,39.645834,-77.46875,19,10,2011,1,637,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","637_1"
488,39.645834,-77.46875,10,7,2013,1,638,"PO",1,"EBIS","juvenile",NA,NA,1,"7/10/2013","638_1"
488,39.645834,-77.46875,17,7,2012,1,639,"PO",1,"EBIS","adult",NA,NA,1,"7/17/2012","639_1"
73,38.9375,-76.65625,2,3,2012,1,640,"PO",1,"EBIS","adult",NA,NA,1,"3/2/2012","640_1"
80,38.979166,-76.65625,8,8,2014,1,641,"PO",1,"EBIS","adult",NA,NA,1,"8/8/2014","641_1"
53,38.6875,-76.84375,25,3,2012,1,642,"PO",1,"EBIS","adult",NA,NA,1,"3/25/2012","642_1"
61,38.8125,-76.71875,2,1,2013,1,643,"PO",1,"EBIS","adult",NA,NA,1,"1/2/2013","643_1"
61,38.8125,-76.71875,24,1,2012,1,644,"PO",1,"EBIS","adult",NA,NA,1,"1/24/2012","644_1"
58,38.770834,-76.65625,21,1,2012,1,645,"PO",1,"EBIS","adult",NA,NA,1,"1/21/2012","645_1"
57,38.770834,-76.71875,7,8,2013,1,646,"PO",1,"EBIS","larva",NA,NA,1,"8/7/2013","646_1"
57,38.770834,-76.71875,9,11,2011,1,647,"PO",1,"EBIS","adult",NA,NA,1,"11/9/2011","647_1"
57,38.770834,-76.71875,30,11,2011,1,648,"PO",1,"EBIS","adult",NA,NA,1,"11/30/2011","648_1"
30,38.479166,-76.53125,8,4,2014,1,649,"PO",1,"EBIS","adult",NA,NA,1,"4/8/2014","649_1"
187,39.3125,-77.40625,21,11,2011,1,650,"PO",1,"EBIS","adult",NA,NA,1,"11/21/2011","650_1"
186,39.3125,-77.46875,21,11,2011,1,651,"PO",1,"EBIS","adult",NA,NA,1,"11/21/2011","651_1"
214,39.354166,-77.40625,13,11,2012,1,652,"PO",1,"EBIS","adult",NA,NA,1,"11/13/2012","652_1"
214,39.354166,-77.40625,10,11,2013,1,653,"PO",1,"EBIS","adult",NA,NA,1,"11/10/2013","653_1"
214,39.354166,-77.40625,19,10,2011,1,654,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","654_1"
213,39.354166,-77.46875,21,11,2011,1,655,"PO",1,"EBIS","adult",NA,NA,1,"11/21/2011","655_1"
213,39.354166,-77.46875,17,8,2011,1,656,"PO",1,"EBIS","adult",NA,NA,1,"8/17/2011","656_1"
165,39.270834,-77.40625,6,2,2012,1,657,"PO",1,"EBIS","adult",NA,NA,1,"2/6/2012","657_1"
165,39.270834,-77.40625,16,5,2014,1,658,"PO",1,"EBIS","adult",NA,NA,1,"5/16/2014","658_1"
164,39.270834,-77.46875,7,4,2014,1,659,"PO",1,"EBIS","adult",NA,NA,1,"4/7/2014","659_1"
164,39.270834,-77.46875,19,10,2011,1,660,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","660_1"
394,39.5625,-77.40625,30,10,2013,1,661,"PO",1,"EBIS","adult",NA,NA,1,"10/30/2013","661_1"
394,39.5625,-77.40625,17,8,2011,1,662,"PO",1,"EBIS","adult",NA,NA,1,"8/17/2011","662_1"
393,39.5625,-77.46875,12,10,2011,1,663,"PO",1,"EBIS","adult",NA,NA,1,"10/12/2011","663_1"
393,39.5625,-77.46875,13,11,2011,1,664,"PO",1,"EBIS","adult",NA,NA,1,"11/13/2011","664_1"
440,39.604166,-77.40625,19,10,2011,1,665,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","665_1"
440,39.604166,-77.40625,10,11,2012,1,666,"PO",1,"EBIS","adult",NA,NA,1,"11/10/2012","666_1"
440,39.604166,-77.40625,10,11,2012,1,667,"PO",1,"EBIS","juvenile",NA,NA,1,"11/10/2012","667_1"
439,39.604166,-77.46875,19,10,2011,1,668,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","668_1"
439,39.604166,-77.46875,19,10,2011,1,669,"PO",1,"EBIS","juvenile",NA,NA,1,"10/19/2011","669_1"
439,39.604166,-77.46875,19,10,2011,1,670,"PO",1,"EBIS","adult",NA,NA,1,"10/19/2011","670_1"
351,39.520834,-77.40625,13,11,2011,1,671,"PO",1,"EBIS","adult",NA,NA,1,"11/13/2011","671_1"
350,39.520834,-77.46875,10,11,2012,1,672,"PO",1,"EBIS","adult",NA,NA,1,"11/10/2012","672_1"
350,39.520834,-77.46875,30,10,2013,1,673,"PO",1,"EBIS","adult",NA,NA,1,"10/30/2013","673_1"
296,39.4375,-75.78125,8,1,2012,1,674,"PO",1,"EBIS","adult",NA,NA,1,"1/8/2012","674_1"
260,39.395834,-75.78125,1,10,2014,1,675,"PO",1,"EBIS","adult",NA,NA,1,"10/1/2014","675_1"
259,39.395834,-75.84375,26,6,2014,1,676,"PO",1,"EBIS","adult",NA,NA,1,"6/26/2014","676_1"
90,39.020834,-76.03125,16,10,2011,1,677,"PO",1,"EBIS","larva",NA,NA,1,"10/16/2011","677_1"
29,38.479166,-76.84375,9,4,2014,1,678,"PO",1,"EBIS","adult",NA,NA,1,"4/9/2014","678_1"
534,39.6875,-78.03125,4,12,2012,1,679,"PO",1,"EBIS","adult",NA,NA,1,"12/4/2012","679_1"
534,39.6875,-78.03125,4,12,2012,1,680,"PO",1,"EBIS","adult",NA,NA,1,"12/4/2012","680_1"
534,39.6875,-78.03125,14,5,2012,1,681,"PO",1,"EBIS","adult",NA,NA,1,"5/14/2012","681_1"
533,39.6875,-78.09375,12,5,2014,1,682,"PO",1,"EBIS","adult",NA,NA,1,"5/12/2014","682_1"
589,39.729166,-78.09375,14,9,2014,1,683,"PO",1,"EBIS","adult",NA,NA,1,"9/14/2014","683_1"
481,39.645834,-78.03125,29,4,2013,1,684,"PO",1,"EBIS","adult",NA,NA,1,"4/29/2013","684_1"
138,39.1875,-76.90625,13,12,2011,1,685,"PO",1,"EBIS","adult",NA,NA,1,"12/13/2011","685_1"
137,39.1875,-76.96875,25,12,2011,1,686,"PO",1,"EBIS","adult",NA,NA,1,"12/25/2011","686_1"
153,39.229166,-76.90625,13,12,2011,1,687,"PO",1,"EBIS","adult",NA,NA,1,"12/13/2011","687_1"
153,39.229166,-76.90625,13,12,2011,1,688,"PO",1,"EBIS","larva",NA,NA,1,"12/13/2011","688_1"
153,39.229166,-76.90625,27,10,2012,1,689,"PO",1,"EBIS","adult",NA,NA,1,"10/27/2012","689_1"
152,39.229166,-76.96875,13,12,2011,1,690,"PO",1,"EBIS","adult",NA,NA,1,"12/13/2011","690_1"
126,39.145834,-76.90625,18,12,2012,1,691,"PO",1,"EBIS","adult",NA,NA,1,"12/18/2012","691_1"
