"site.id","lat","lon","day","month","year","survey.conducted","survey.id","data.type","pass.id","species","age","individual.id","time.to.detect","date","count","survey.pass"
41,42.39688254,-73.2915595,0,NA,1976,1,215,"PO",1,"GPOR","NR",NA,NA,NA,1,"215_1"
41,42.39688254,-73.2915595,0,NA,1976,1,216,"PO",1,"GPOR","NR",NA,NA,NA,1,"216_1"
41,42.39688254,-73.2915595,0,NA,1976,1,217,"PO",1,"GPOR","NR",NA,NA,NA,1,"217_1"
41,42.39688254,-73.2915595,0,NA,1976,1,218,"PO",1,"GPOR","NR",NA,NA,NA,1,"218_1"
41,42.39688254,-73.2915595,0,NA,1976,1,219,"PO",1,"GPOR","NR",NA,NA,NA,1,"219_1"
41,42.39688254,-73.2915595,0,NA,1976,1,220,"PO",1,"GPOR","NR",NA,NA,NA,1,"220_1"
40,42.39445468,-73.29141226,16,7,1996,1,221,"PO",1,"GPOR","adult",NA,NA,"7/16/1996",1,"221_1"
113,42.63236005,-73.20991231,2,10,1988,1,222,"PO",1,"GPOR","adult",NA,NA,"10/2/1988",1,"222_1"
113,42.63236005,-73.20991231,2,10,1988,1,223,"PO",1,"GPOR","adult",NA,NA,"10/2/1988",1,"223_1"
110,42.63102732,-73.20724351,NA,10,1987,1,224,"PO",1,"GPOR","NR",NA,NA,NA,1,"224_1"
110,42.63102732,-73.20724351,NA,10,1987,1,225,"PO",1,"GPOR","NR",NA,NA,NA,1,"225_1"
108,42.6291,-73.1925,NA,5,1991,1,226,"PO",1,"GPOR","adult",NA,NA,NA,1,"226_1"
112,42.6320677,-73.19093383,27,6,1992,1,227,"PO",1,"GPOR","juvenile",NA,NA,"6/27/1992",1,"227_1"
112,42.6320677,-73.19093383,27,6,1992,1,228,"PO",1,"GPOR","juvenile",NA,NA,"6/27/1992",1,"228_1"
111,42.6319919,-73.18829916,20,6,1993,1,229,"PO",1,"GPOR","adult",NA,NA,"6/20/1993",1,"229_1"
111,42.6319919,-73.18829916,20,6,1993,1,230,"PO",1,"GPOR","adult",NA,NA,"6/20/1993",1,"230_1"
122,42.65786094,-73.0551021,0,NA,1978,1,231,"PO",1,"GPOR","NR",NA,NA,NA,1,"231_1"
125,42.66064388,-73.05222724,0,NA,1984,1,232,"PO",1,"GPOR","NR",NA,NA,NA,1,"232_1"
124,42.66030928,-73.05159929,0,NA,1984,1,233,"PO",1,"GPOR","NR",NA,NA,NA,1,"233_1"
126,42.661,-73.0524,21,6,2004,1,234,"PO",1,"GPOR","larva",NA,NA,"6/21/2004",1,"234_1"
126,42.661,-73.0524,21,6,2004,1,235,"PO",1,"GPOR","larva",NA,NA,"6/21/2004",1,"235_1"
145,42.7385,-72.9115,26,9,2003,1,236,"PO",1,"GPOR","larva",NA,NA,"9/26/2003",1,"236_1"
133,42.7033,-72.9664,20,7,2001,1,237,"PO",1,"GPOR","adult",NA,NA,"7/20/2001",1,"237_1"
61,42.4906,-72.7021,20,9,2002,1,238,"PO",1,"GPOR","adult",NA,NA,"9/20/2002",1,"238_1"
61,42.4906,-72.7021,20,9,2002,1,239,"PO",1,"GPOR","larva",NA,NA,"9/20/2002",1,"239_1"
104,42.6204,-73.0184,22,7,2004,1,240,"PO",1,"GPOR","adult",NA,NA,"7/22/2004",1,"240_1"
100,42.6087,-73.1998,24,6,2004,1,241,"PO",1,"GPOR","larva",NA,NA,"6/24/2004",1,"241_1"
119,42.6415,-72.9456,20,6,2004,1,242,"PO",1,"GPOR","adult",NA,NA,"6/20/2004",1,"242_1"
119,42.6415,-72.9456,20,6,2004,1,243,"PO",1,"GPOR","adult",NA,NA,"6/20/2004",1,"243_1"
119,42.6415,-72.9456,20,6,2004,1,244,"PO",1,"GPOR","adult",NA,NA,"6/20/2004",1,"244_1"
119,42.6415,-72.9456,20,6,2004,1,245,"PO",1,"GPOR","larva",NA,NA,"6/20/2004",1,"245_1"
114,42.6328,-72.9316,20,6,2004,1,246,"PO",1,"GPOR","adult",NA,NA,"6/20/2004",1,"246_1"
52,42.4528,-72.9404,19,6,1999,1,247,"PO",1,"GPOR","NR",NA,NA,"6/19/1999",1,"247_1"
58,42.48159967,-71.90588941,16,8,2005,1,248,"PO",1,"GPOR","juvenile",NA,NA,"8/16/2005",1,"248_1"
54,42.46926664,-71.90055552,16,8,2005,1,249,"PO",1,"GPOR","adult",NA,NA,"8/16/2005",1,"249_1"
26,42.2779,-73.4231,10,6,2006,1,250,"PO",1,"GPOR","adult",NA,NA,"6/10/2006",1,"250_1"
87,42.5881,-73.0003,31,8,2005,1,251,"PO",1,"GPOR","NR",NA,NA,"8/31/2005",1,"251_1"
87,42.5881,-73.0003,31,8,2005,1,252,"PO",1,"GPOR","NR",NA,NA,"8/31/2005",1,"252_1"
87,42.5881,-73.0003,31,8,2005,1,253,"PO",1,"GPOR","NR",NA,NA,"8/31/2005",1,"253_1"
46,42.4192,-72.45,6,8,2005,1,254,"PO",1,"GPOR","larva",NA,NA,"8/6/2005",1,"254_1"
80,42.56849998,-72.42947218,6,8,2005,1,255,"PO",1,"GPOR","larva",NA,NA,"8/6/2005",1,"255_1"
80,42.56849998,-72.42947218,6,8,2005,1,256,"PO",1,"GPOR","larva",NA,NA,"8/6/2005",1,"256_1"
77,42.56492649,-72.42503587,18,8,1999,1,257,"PO",1,"GPOR","NR",NA,NA,"8/18/1999",1,"257_1"
79,42.56810825,-72.42816634,30,7,1999,1,258,"PO",1,"GPOR","adult",NA,NA,"7/30/1999",1,"258_1"
79,42.56810825,-72.42816634,30,7,1999,1,259,"PO",1,"GPOR","adult",NA,NA,"7/30/1999",1,"259_1"
79,42.56810825,-72.42816634,30,7,1999,1,260,"PO",1,"GPOR","larva",NA,NA,"7/30/1999",1,"260_1"
81,42.56911853,-72.42880568,24,5,1999,1,261,"PO",1,"GPOR","larva",NA,NA,"5/24/1999",1,"261_1"
78,42.56605998,-72.4265128,16,8,1998,1,262,"PO",1,"GPOR","adult",NA,NA,"8/16/1998",1,"262_1"
73,42.5619,-72.4334,9,10,1999,1,263,"PO",1,"GPOR","NR",NA,NA,"10/9/1999",1,"263_1"
73,42.5619,-72.4334,9,10,1999,1,264,"PO",1,"GPOR","NR",NA,NA,"10/9/1999",1,"264_1"
109,42.6293,-73.0469,20,8,2005,1,265,"PO",1,"GPOR","NR",NA,NA,"8/20/2005",1,"265_1"
51,42.4413,-72.6721,30,9,2007,1,266,"PO",1,"GPOR","adult",NA,NA,"9/30/2007",1,"266_1"
128,42.6742,-72.9949,9,7,2011,1,267,"PO",1,"GPOR","NR",NA,NA,"7/9/2011",1,"267_1"
120,42.6417,-72.9248,25,6,2011,1,268,"PO",1,"GPOR","NR",NA,NA,"6/25/2011",1,"268_1"
65,42.5141,-72.223,29,10,2015,1,269,"PO",1,"GPOR","NR",NA,NA,"10/29/2015",1,"269_1"
