"","site.id","lat","lon","stateProvince","source","coord.unc","eventDate","day","month","year","survey.conducted","survey.id","pass.id","survey.pass","data.type","species","age","individual.id","time.to.detect","count"
"174","Museum26",34.8771,-83.2308,"South Carolina","Museum",201,"2000-08-22",22,8,2000,1,174,1,"174_1","PO","GPOR","NR",NA,NA,1
"175","Museum86",35.0752,-82.7826,"South Carolina","Museum",NA,"2003-03-05",5,3,2003,1,175,1,"175_1","PO","GPOR","NR",NA,NA,1
"176","Museum15",34.7702,-83.2986,"South Carolina","Museum",805,"1999-10-12",12,10,1999,1,176,1,"176_1","PO","GPOR","NR",NA,NA,1
"177","Museum14",34.7679,-83.9392,"Georgia","Museum",NA,"2010-02-16",16,2,2010,1,177,1,"177_1","PO","GPOR","NR",NA,NA,1
"178","Museum147",36.1949,-81.7616,"North Carolina","Museum",201,"1994-10-14",14,10,1994,1,178,1,"178_1","PO","GPOR","NR",NA,NA,1
"179","Museum44",35.0024,-83.0428,"South Carolina","Museum",NA,"2002-04-13",13,4,2002,1,179,1,"179_1","PO","GPOR","NR",NA,NA,1
"180","Museum55",35.0213,-83.0602,"North Carolina","Museum",NA,"2007-03-15",15,3,2007,1,180,1,"180_1","PO","GPOR","NR",NA,NA,1
"181","Museum54",35.021,-82.6969,"South Carolina","Museum",201,"2005-04-07",7,4,2005,1,181,1,"181_1","PO","GPOR","NR",NA,NA,1
"182","Museum88",35.0755,-82.7821,"South Carolina","Museum",4023,"2005-03-27",27,3,2005,1,182,1,"182_1","PO","GPOR","NR",NA,NA,1
"183","Museum84",35.0742,-82.7831,"South Carolina","Museum",201,"2005-03-27",27,3,2005,1,183,1,"183_1","PO","GPOR","NR",NA,NA,1
"184","Museum145",36.1387,-81.731,"North Carolina","Museum",402,"2002-04-11",11,4,2002,1,184,1,"184_1","PO","GPOR","NR",NA,NA,1
"185","Museum83",35.0725,-82.7844,"South Carolina","Museum",402,"2003-02-21",21,2,2003,1,185,1,"185_1","PO","GPOR","NR",NA,NA,1
"186","Museum29",34.9145,-82.8442,"South Carolina","Museum",402,"2002-03-22",22,3,2002,1,186,1,"186_1","PO","GPOR","NR",NA,NA,1
"187","Museum122",35.5438,-82.2553,"North Carolina","Museum",20117,"1995-02-17",17,2,1995,1,187,1,"187_1","PO","GPOR","NR",NA,NA,1
"188","Museum32",34.9289,-82.9881,"South Carolina","Museum",402,"2000-02-27",27,2,2000,1,188,1,"188_1","PO","GPOR","NR",NA,NA,1
"189","Museum154",36.3913,-81.241,"North Carolina","Museum",201,"2008-12-08",8,12,2008,1,189,1,"189_1","PO","GPOR","NR",NA,NA,1
"190","Museum78",35.0696,-82.7944,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,190,1,"190_1","PO","GPOR","NR",NA,NA,1
"191","Museum97",35.083,-83.1369,"North Carolina","Museum",1609,"1995-09-21",21,9,1995,1,191,1,"191_1","PO","GPOR","NR",NA,NA,1
"192","Museum170",38.3159,-79.6578,"Virginia","Museum",NA,"2020-10-29",29,10,2020,1,192,1,"192_1","PO","GPOR","NR",NA,NA,1
"193","Museum85",35.0748,-82.7828,"South Carolina","Museum",201,"2005-03-27",27,3,2005,1,193,1,"193_1","PO","GPOR","NR",NA,NA,1
"194","Museum102",35.1303,-83.6157,"North Carolina","Museum",NA,"2004-04-22",22,4,2004,1,194,1,"194_1","PO","GPOR","NR",NA,NA,1
"195","Museum142",36.1072,-81.7822,"North Carolina","Museum",201,"2002-09-28",28,9,2002,1,195,1,"195_1","PO","GPOR","NR",NA,NA,1
"196","Museum63",35.0438,-82.6423,"South Carolina","Museum",201,"2005-04-07",7,4,2005,1,196,1,"196_1","PO","GPOR","NR",NA,NA,1
"197","Museum131",35.7839,-83.219,"Tennessee","Museum",4023,"2000-04",NA,4,NA,1,197,1,"197_1","PO","GPOR","NR",NA,NA,1
"198","Museum45",35.0034,-82.8173,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,198,1,"198_1","PO","GPOR","NR",NA,NA,1
"199","Museum115",35.2749,-82.9172,"North Carolina","Museum",805,"2003-04-17",17,4,2003,1,199,1,"199_1","PO","GPOR","NR",NA,NA,1
"200","Museum13",34.7655,-83.9309,"Georgia","Museum",NA,"2010-02-10",10,2,2010,1,200,1,"200_1","PO","GPOR","NR",NA,NA,1
"201","Museum73",35.0574,-82.7972,"South Carolina","Museum",402,"2003-03-05",5,3,2003,1,201,1,"201_1","PO","GPOR","NR",NA,NA,1
"202","Museum17",34.7821,-84.3556,"Georgia","Museum",805,"2001-11-23",23,11,2001,1,202,1,"202_1","PO","GPOR","NR",NA,NA,1
"203","Museum68",35.0469,-82.8011,"South Carolina","Museum",201,"2003-03-06",6,3,2003,1,203,1,"203_1","PO","GPOR","NR",NA,NA,1
"204","Museum143",36.1075,-81.7818,"North Carolina","Museum",402,"1996-04-27",27,4,1996,1,204,1,"204_1","PO","GPOR","NR",NA,NA,1
"205","Museum58",35.0311,-82.8013,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,205,1,"205_1","PO","GPOR","NR",NA,NA,1
"206","Museum185",39.2831,-79.6187,"West Virginia","Museum",NA,"2018-04-14",14,4,2018,1,206,1,"206_1","PO","GPOR","NR",NA,NA,1
"207","Museum123",35.5792,-81.6898,"North Carolina","Museum",NA,"1996-05-22",22,5,1996,1,207,1,"207_1","PO","GPOR","NR",NA,NA,1
"208","Museum62",35.0414,-83.0112,"North Carolina","Museum",201,"2002-03-12",12,3,2002,1,208,1,"208_1","PO","GPOR","NR",NA,NA,1
"209","Museum47",35.0049,-83.1651,"North Carolina","Museum",NA,"2011-01-10",10,1,2011,1,209,1,"209_1","PO","GPOR","NR",NA,NA,1
"210","Museum24",34.8553,-83.1893,"South Carolina","Museum",201,"1997-05-16",16,5,1997,1,210,1,"210_1","PO","GPOR","NR",NA,NA,1
"211","Museum21",34.8258,-84.3133,"Georgia","Museum",4828,"2002-03",NA,3,2020,1,211,1,"211_1","PO","GPOR","NR",NA,NA,1
"212","Museum56",35.0228,-83.1456,"North Carolina","Museum",201,"2001-07-11",11,7,2001,1,212,1,"212_1","PO","GPOR","NR",NA,NA,1
"213","Museum49",35.0106,-82.9963,"South Carolina","Museum",201,"1998-01-10",10,1,1998,1,213,1,"213_1","PO","GPOR","NR",NA,NA,1
"214","Museum130",35.749,-82.0549,"North Carolina","Museum",NA,"2016-04-21",21,4,2016,1,214,1,"214_1","PO","GPOR","NR",NA,NA,1
"215","Museum38",34.9779,-83.0292,"South Carolina","Museum",402,"2000-03-16",16,3,2000,1,215,1,"215_1","PO","GPOR","NR",NA,NA,1
"216","Museum155",36.4011,-81.6267,"North Carolina","Museum",805,"1998-05-14",14,5,1998,1,216,1,"216_1","PO","GPOR","NR",NA,NA,1
"217","Museum74",35.0644,-82.7986,"South Carolina","Museum",402,"2003-02-21",21,2,2003,1,217,1,"217_1","PO","GPOR","NR",NA,NA,1
"218","Museum100",35.1083,-83.0977,"North Carolina","Museum",201,"1997-02-27",27,2,1997,1,218,1,"218_1","PO","GPOR","NR",NA,NA,1
"219","Museum114",35.2581,-82.9193,"North Carolina","Museum",805,"2003-04-17",17,4,2003,1,219,1,"219_1","PO","GPOR","NR",NA,NA,1
"220","Museum31",34.9287,-82.9879,"South Carolina","Museum",NA,"2007-03-01",1,3,2007,1,220,1,"220_1","PO","GPOR","NR",NA,NA,1
"221","Museum66",35.0448,-83.1763,"North Carolina","Museum",NA,"1998-01-17",17,1,1998,1,221,1,"221_1","PO","GPOR","NR",NA,NA,1
"222","Museum80",35.0697,-82.7929,"South Carolina","Museum",201,"2005-03-27",27,3,2005,1,222,1,"222_1","PO","GPOR","NR",NA,NA,1
"223","Museum46",35.0041,-82.8038,"South Carolina","Museum",201,"2005-01-13",13,1,2005,1,223,1,"223_1","PO","GPOR","NR",NA,NA,1
"224","Museum39",34.9818,-83.072,"South Carolina","Museum",NA,"2000-08-08",8,8,2000,1,224,1,"224_1","PO","GPOR","NR",NA,NA,1
"225","Museum33",34.9504,-83.0189,"South Carolina","Museum",NA,"2000-03-16",16,3,2000,1,225,1,"225_1","PO","GPOR","NR",NA,NA,1
"226","Museum87",35.0753,-83.527,"North Carolina","Museum",805,"1998-04-28",28,4,1998,1,226,1,"226_1","PO","GPOR","NR",NA,NA,1
"227","Museum151",36.3459,-81.6926,"North Carolina","Museum",402,"1998-06-11",11,6,1998,1,227,1,"227_1","PO","GPOR","NR",NA,NA,1
"228","Museum53",35.0206,-83.0945,"North Carolina","Museum",201,"2001-11-09",9,11,2001,1,228,1,"228_1","PO","GPOR","NR",NA,NA,1
"229","Museum61",35.0366,-82.8042,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,229,1,"229_1","PO","GPOR","NR",NA,NA,1
"230","Museum41",35.0009,-83.055,"South Carolina","Museum",402,"1997-02-27",27,2,1997,1,230,1,"230_1","PO","GPOR","NR",NA,NA,1
"231","Museum76",35.067,-82.7974,"South Carolina","Museum",402,"2003-03-05",5,3,2003,1,231,1,"231_1","PO","GPOR","NR",NA,NA,1
"232","Museum140",36.0989,-81.7713,"North Carolina","Museum",402,"2002-04-13",13,4,2002,1,232,1,"232_1","PO","GPOR","NR",NA,NA,1
"233","Museum69",35.0491,-82.7985,"South Carolina","Museum",NA,"2003-03-05",5,3,2003,1,233,1,"233_1","PO","GPOR","NR",NA,NA,1
"234","Museum118",35.4032,-80.9446,"North Carolina","Museum",NA,"2007-04-18",18,4,2007,1,234,1,"234_1","PO","GPOR","NR",NA,NA,1
"235","Museum16",34.7818,-84.3563,"Georgia","Museum",1609,"2001-11-23",23,11,2001,1,235,1,"235_1","PO","GPOR","NR",NA,NA,1
"236","Museum121",35.5103,-82.2622,"North Carolina","Museum",805,"1995-02-17",17,2,1995,1,236,1,"236_1","PO","GPOR","NR",NA,NA,1
"237","Museum52",35.0166,-83.1418,"North Carolina","Museum",NA,"2002-08-16",16,8,2002,1,237,1,"237_1","PO","GPOR","NR",NA,NA,1
"238","Museum52",35.0166,-83.1418,"North Carolina","Museum",NA,"2002-08-16",16,8,2002,1,238,1,"238_1","PO","GPOR","NR",NA,NA,1
"239","Museum52",35.0166,-83.1418,"North Carolina","Museum",NA,"2002-08-16",16,8,2002,1,239,1,"239_1","PO","GPOR","NR",NA,NA,1
"240","Museum42",35.0023,-83.0429,"South Carolina","Museum",201,"2003-04-13",13,4,2003,1,240,1,"240_1","PO","GPOR","NR",NA,NA,1
"241","Museum79",35.0697,-82.793,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,241,1,"241_1","PO","GPOR","NR",NA,NA,1
"242","Museum60",35.0362,-83.2399,"North Carolina","Museum",805,"2000-10-12",12,10,2000,1,242,1,"242_1","PO","GPOR","NR",NA,NA,1
"243","Museum57",35.0301,-83.0629,"North Carolina","Museum",402,"1997-02-27",27,2,1997,1,243,1,"243_1","PO","GPOR","NR",NA,NA,1
"244","Museum187",39.2835,-79.6191,"West Virginia","Museum",NA,"2018-04-14",14,4,2018,1,244,1,"244_1","PO","GPOR","NR",NA,NA,1
"245","Museum23",34.8525,-83.2319,"South Carolina","Museum",1609,"1999-10-02",2,10,1999,1,245,1,"245_1","PO","GPOR","NR",NA,NA,1
"246","Museum129",35.7192,-82.4026,"North Carolina","Museum",1609,"2004-06",NA,6,2020,1,246,1,"246_1","PO","GPOR","NR",NA,NA,1
"247","Museum92",35.0765,-82.7793,"South Carolina","Museum",201,"2003-03-05",5,3,2003,1,247,1,"247_1","PO","GPOR","NR",NA,NA,1
"248","Museum104",35.1412,-81.807,"South Carolina","Museum",NA,"2003-04-24",24,4,2003,1,248,1,"248_1","PO","GPOR","NR",NA,NA,1
"249","Museum139",36.0966,-81.7732,"North Carolina","Museum",1609,"2002-04-13",13,4,2002,1,249,1,"249_1","PO","GPOR","NR",NA,NA,1
"250","Museum90",35.0761,-83.5327,"North Carolina","Museum",1609,"1999-05-13",13,5,1999,1,250,1,"250_1","PO","GPOR","NR",NA,NA,1
"251","Museum173",38.3656,-79.2114,"Virginia","Museum",NA,"2018-03-01",1,3,2018,1,251,1,"251_1","PO","GPOR","NR",NA,NA,1
"252","Museum173",38.3656,-79.2114,"Virginia","Museum",NA,"2018-03-01",1,3,2018,1,252,1,"252_1","PO","GPOR","NR",NA,NA,1
"253","Museum40",34.9927,-83.0275,"South Carolina","Museum",201,"2002-03-12",12,3,2002,1,253,1,"253_1","PO","GPOR","NR",NA,NA,1
"254","Museum22",34.8494,-83.0852,"South Carolina","Museum",402,"2000-02-26",26,2,2000,1,254,1,"254_1","PO","GPOR","NR",NA,NA,1
"255","Museum171",38.3159,-79.6572,"Virginia","Museum",NA,"2019-05-15",15,5,2019,1,255,1,"255_1","PO","GPOR","NR",NA,NA,1
"256","Museum12",34.7604,-82.8535,"South Carolina","Museum",402,"1996-02-25",25,2,1996,1,256,1,"256_1","PO","GPOR","NR",NA,NA,1
"257","Museum48",35.0095,-83.0366,"South Carolina","Museum",805,"1997-02-27",27,2,1997,1,257,1,"257_1","PO","GPOR","NR",NA,NA,1
"258","Museum65",35.0445,-83.1741,"North Carolina","Museum",805,"2004-03-05",5,3,2004,1,258,1,"258_1","PO","GPOR","NR",NA,NA,1
"259","Museum70",35.0543,-82.7985,"South Carolina","Museum",201,"2003-03-06",6,3,2003,1,259,1,"259_1","PO","GPOR","NR",NA,NA,1
"260","Museum168",37.81694,-83.68111,"Kentucky","Museum",NA,"2003-04-17",17,4,2003,1,260,1,"260_1","PO","GPOR","NR",NA,NA,1
"261","Museum169",37.856656,-83.677783,"Kentucky","Museum",NA,"2002-04-20",20,4,2002,1,261,1,"261_1","PO","GPOR","NR",NA,NA,1
"262","Museum188",39.49025,-81.17673,"Ohio","Museum",NA,"2005-04-26",26,4,2005,1,262,1,"262_1","PO","GPOR","NR",NA,NA,1
"263","Museum8",34.393375,-86.867893,"Alabama","Museum",NA,"2008-03-06",6,3,2008,1,263,1,"263_1","PO","GPOR","NR",NA,NA,1
"264","Museum3",34.0539,-86.6,"Alabama","Museum",NA,"2013-06-27",27,6,2013,1,264,1,"264_1","PO","GPOR","NR",NA,NA,1
"265","Museum19",34.796888,-86.315325,"Alabama","Museum",NA,"2007-12-15",15,12,2007,1,265,1,"265_1","PO","GPOR","NR",NA,NA,1
"266","Museum5",34.363432,-87.171126,"Alabama","Museum",NA,"2000-03-24",24,3,2000,1,266,1,"266_1","PO","GPOR","NR",NA,NA,1
"267","Museum1",32.961007,-85.736256,"Alabama","Museum",NA,"2002-07-20",20,7,2002,1,267,1,"267_1","PO","GPOR","NR",NA,NA,1
"268","Museum6",34.36602,-84.26504,"Georgia","Museum",NA,"2014-03-22",22,3,2014,1,268,1,"268_1","PO","GPOR","NR",NA,NA,1
"269","Museum30",34.91692,-86.03066,"Alabama","Museum",NA,"2013-09-26",26,9,2013,1,269,1,"269_1","PO","GPOR","NR",NA,NA,1
"270","Museum7",34.388255,-86.825915,"Alabama","Museum",NA,"2008-03-06",6,3,2008,1,270,1,"270_1","PO","GPOR","NR",NA,NA,1
"271","Museum4",34.3627,-87.93321,"Alabama","Museum",NA,"2014-08-23",23,8,2014,1,271,1,"271_1","PO","GPOR","NR",NA,NA,1
"272","Museum18",34.7825,-86.305833,"Alabama","Museum",NA,"2005-02-12",12,2,2005,1,272,1,"272_1","PO","GPOR","NR",NA,NA,1
"273","Museum20",34.80544,-84.58353,"Georgia","Museum",NA,"2013-03-09",9,3,2013,1,273,1,"273_1","PO","GPOR","NR",NA,NA,1
"274","Museum174",38.5439,-78.414,"Virginia","Museum",25453.4,"1998",NA,NA,NA,1,274,1,"274_1","PO","GPOR","NR",NA,NA,1
"275","Museum181",38.88,-78.13,"Virginia","Museum",NA,"1994-05-19",19,5,1994,1,275,1,"275_1","PO","GPOR","NR",NA,NA,1
"276","Museum10",34.7174,-85.3675,"Georgia","Museum",24639.1,"1995-07-30",30,7,1995,1,276,1,"276_1","PO","GPOR","NR",NA,NA,1
"277","Museum176",38.7528,-83.2253,"Ohio","Museum",NA,"1995-06",NA,6,NA,1,277,1,"277_1","PO","GPOR","NR",NA,NA,1
"278","Museum160",36.6543,-81.5842,"Virginia","Museum",NA,"2017-07-01",1,7,2017,1,278,1,"278_1","PO","GPOR","NR",NA,NA,1
"279","Museum183",38.9508,-80.0728,"West Virginia","Museum",NA,"1997-06-11",11,6,1997,1,279,1,"279_1","PO","GPOR","NR",NA,NA,1
"280","Museum190",39.5625,-78.95,"Maryland","Museum",NA,"1997-06-13",13,6,1997,1,280,1,"280_1","PO","GPOR","NR",NA,NA,1
"281","Museum162",36.6864,-80.4438,"Virginia","Museum",32.19,"2017-10-14",14,10,2017,1,281,1,"281_1","PO","GPOR","NR",NA,NA,1
"282","Museum180",38.8039,-80.0664,"West Virginia","Museum",NA,"1997-06-18",18,6,1997,1,282,1,"282_1","PO","GPOR","NR",NA,NA,1
"283","Museum164",36.8019,-82.9222,"Virginia","Museum",NA,"2001-06-03",3,6,2001,1,283,1,"283_1","PO","GPOR","NR",NA,NA,1
"284","Museum107",35.1589,-83.5261,"North Carolina","Museum",NA,"2008-03-19",19,3,2008,1,284,1,"284_1","PO","GPOR","NR",NA,NA,1
"285","Museum182",38.9419,-80.0822,"West Virginia","Museum",NA,"1997-06-06",6,6,1997,1,285,1,"285_1","PO","GPOR","NR",NA,NA,1
"286","Museum179",38.7911,-80.0514,"West Virginia","Museum",NA,"1997-06-18",18,6,1997,1,286,1,"286_1","PO","GPOR","NR",NA,NA,1
"287","Museum177",38.7581,-80.0581,"West Virginia","Museum",NA,"1997-06-25",25,6,1997,1,287,1,"287_1","PO","GPOR","NR",NA,NA,1
"288","Museum64",35.0442,-83.4484,"North Carolina","Museum",268.76,"1998-06-13",13,6,1998,1,288,1,"288_1","PO","GPOR","NR",NA,NA,1
"289","Museum2",33.2894,-87.4842,"Alabama","Museum",NA,"1997-11-29",29,11,1997,1,289,1,"289_1","PO","GPOR","NR",NA,NA,1
"290","Museum167",37.7339,-80.9167,"West Virginia","Museum",NA,"1996-04-20",20,4,1996,1,290,1,"290_1","PO","GPOR","NR",NA,NA,1
"291","Museum134",36.0256,-81.9822,"North Carolina","Museum",NA,"1996-05-11",11,5,1996,1,291,1,"291_1","PO","GPOR","NR",NA,NA,1
"292","Museum141",36.101,-80.9961,"North Carolina","Museum",508.55,"1997-11-26",26,11,1997,1,292,1,"292_1","PO","GPOR","NR",NA,NA,1
"293","Museum146",36.1606,-81.6906,"North Carolina","Museum",NA,"1996-05-11",11,5,1996,1,293,1,"293_1","PO","GPOR","NR",NA,NA,1
"294","Museum135",36.0825,-81.8975,"North Carolina","Museum",NA,"1996-05-10",10,5,1996,1,294,1,"294_1","PO","GPOR","NR",NA,NA,1
"295","Museum184",39.0439,-80.0633,"West Virginia","Museum",NA,"1997-06-04",4,6,1997,1,295,1,"295_1","PO","GPOR","NR",NA,NA,1
"296","Museum94",35.0803,-83.1417,"North Carolina","Museum",363.71,"1998-06-15",15,6,1998,1,296,1,"296_1","PO","GPOR","NR",NA,NA,1
"297","Museum191",39.5692,-79.1206,"Maryland","Museum",NA,"1996-06-25",25,6,1996,1,297,1,"297_1","PO","GPOR","NR",NA,NA,1
"298","Museum125",35.6256,-83.2381,"North Carolina","Museum",NA,"1996-07-01",1,7,1996,1,298,1,"298_1","PO","GPOR","NR",NA,NA,1
"299","Museum127",35.6375,-83.4917,"Tennessee","Museum",NA,"1998-05-30",30,5,1998,1,299,1,"299_1","PO","GPOR","NR",NA,NA,1
"300","Museum126",35.6297,-83.2347,"North Carolina","Museum",NA,"1996-07-01",1,7,1996,1,300,1,"300_1","PO","GPOR","NR",NA,NA,1
"301","Museum105",35.1528,-83.5814,"North Carolina","Museum",NA,"1997-06-11",11,6,1997,1,301,1,"301_1","PO","GPOR","NR",NA,NA,1
"302","Museum175",38.7511,-80.0731,"West Virginia","Museum",NA,"1997-06-25",25,6,1997,1,302,1,"302_1","PO","GPOR","NR",NA,NA,1
"303","Museum9",34.6537,-85.4178,"Georgia","Museum",94.95,"1994-10-30",30,10,1994,1,303,1,"303_1","PO","GPOR","NR",NA,NA,1
"304","Museum192",39.6053816,-79.1342771,"Maryland","Museum",NA,"2002-04-20",20,4,2002,1,304,1,"304_1","PO","GPOR","NR",NA,NA,1
"305","Museum197",41.114167,-77.774833,"Pennsylvania","Museum",NA,"1999-06-30",30,6,1999,1,305,1,"305_1","PO","GPOR","NR",NA,NA,1
"306","Museum27",34.893333,-83.563333,"Georgia","Museum",NA,"1999-07-03",3,7,1999,1,306,1,"306_1","PO","GPOR","NR",NA,NA,1
"307","Museum28",34.901667,-83.593333,"Georgia","Museum",NA,"1999-07-03",3,7,1999,1,307,1,"307_1","PO","GPOR","NR",NA,NA,1
"308","Museum113",35.18037,-83.56044,"North Carolina","Museum",1807,"1998-06",NA,6,NA,1,308,1,"308_1","PO","GPOR","NR",NA,NA,1
"309","Museum59",35.033333,-83.55,"North Carolina","Museum",NA,"2003-10-12",12,10,2003,1,309,1,"309_1","PO","GPOR","NR",NA,NA,1
"310","Museum117",35.337028,-84.031576,"North Carolina","Museum",805,"1998-06",NA,6,NA,1,310,1,"310_1","PO","GPOR","NR",NA,NA,1
"311","Museum128",35.654261,-83.436827,"Tennessee","Museum",1807,"1995-08",NA,8,NA,1,311,1,"311_1","PO","GPOR","NR",NA,NA,1
"312","Museum116",35.322866,-83.807399,"North Carolina","Museum",1002,"1998-06",NA,6,NA,1,312,1,"312_1","PO","GPOR","NR",NA,NA,1
"313","Museum101",35.113427,-83.220983,"North Carolina","Museum",NA,"1999-04-10",10,4,1999,1,313,1,"313_1","PO","GPOR","NR",NA,NA,1
"314","Museum148",36.237073,-81.512326,"North Carolina","Museum",NA,"1996-04",NA,4,NA,1,314,1,"314_1","PO","GPOR","NR",NA,NA,1
