strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
031501030404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030503,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030504,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030505,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030506,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030507,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501030604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040106,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040107,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040204,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040305,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040306,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040503,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040504,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040505,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040506,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040605,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040701,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040702,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040703,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040704,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040801,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040802,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040803,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040804,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040805,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040806,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040807,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040808,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040809,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040901,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040902,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040903,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040904,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041001,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041002,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041003,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041004,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041405,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041406,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041407,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041503,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041504,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041505,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041506,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041605,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041606,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501041607,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050106,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050107,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050204,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050205,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050206,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050405,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050406,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050407,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050408,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050605,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050606,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050701,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050805,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050806,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050807,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050901,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050902,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050903,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050904,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050905,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050906,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050907,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050908,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050909,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501051001,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501051002,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501051003,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060405,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060406,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080106,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080204,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080205,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080206,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080305,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080405,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080504,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080601,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080605,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080606,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080701,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080702,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080703,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080704,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080705,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080706,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080801,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080802,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080803,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080804,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080901,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080902,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080903,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501081001,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101040304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101040305,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101040307,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101040308,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050206,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050501,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050502,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050503,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050602,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050603,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050604,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050701,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050702,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050703,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050704,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050705,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050901,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050902,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050903,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050904,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050905,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050906,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050907,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101051201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101051202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101051301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101051302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101051404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060204,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060205,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060305,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101060403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070204,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070205,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070206,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070207,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070301,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070302,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070303,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070304,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070305,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070306,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070307,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070308,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070401,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070402,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070403,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070404,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070405,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010101,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010102,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010103,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010104,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010105,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010106,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010107,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010108,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010109,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010110,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010201,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010202,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102010203,aSRBSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
