strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
020501050608,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060104,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060105,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060106,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060107,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060503,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060601,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060602,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060701,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060702,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060703,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060704,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060705,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060801,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060802,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060803,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060804,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060901,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060902,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501060903,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061001,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061002,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061206,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061207,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061208,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061406,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061407,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061408,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501061409,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070104,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070105,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070106,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070107,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070108,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070109,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070110,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070206,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070207,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070208,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070305,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070306,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070307,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070503,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070504,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070601,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070602,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070701,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070702,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070703,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070704,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070705,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070706,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070707,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070801,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070802,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070803,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070804,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070805,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070901,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070902,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071001,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071002,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071003,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071004,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071005,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501071006,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010305,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010306,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010307,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010308,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010309,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010310,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010406,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010407,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010408,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010503,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010504,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010505,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010506,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010507,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010508,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010601,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010602,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010701,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010702,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010703,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010704,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010705,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010706,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010707,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010708,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010709,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010710,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010711,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010712,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502010713,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020206,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020207,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020305,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020306,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020307,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020308,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020309,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020310,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020311,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020312,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020406,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020407,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030104,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030105,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030106,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030406,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030407,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030408,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030409,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030410,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030411,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502030412,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040104,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040105,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040106,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040305,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040406,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502040407,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050206,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050207,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050208,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050403,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050404,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050405,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050503,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050504,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050505,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050506,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050601,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050602,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050603,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050604,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050605,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050606,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502050607,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060101,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060102,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060103,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060201,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060202,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060203,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060204,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060205,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060206,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060207,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060208,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060301,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060302,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060303,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060304,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060401,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060402,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060501,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060502,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060503,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060504,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060505,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060506,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060507,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060508,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060509,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060601,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060602,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502060603,aSPRSx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
